"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Disco (FR)
Диско (BG)
Disco (EL)
Disco (ES)
Disco (JA)
Nos Embalos da Disco (PT)
Os Reis do Disco (PT)
Disco (RO)
Диско (RU)
Disco (XX)
Disco (XX)";"FR";"2008";"Fabien Onteniente";"2 524 015"
"Les misérables (FR)
Les Misérables (EN)
Die Wütenden - Les Misérables (DE)
Die Wütenden - Les misérables (DE)
Οι Άθλιοι (EL)
Los miserables (ES)
Les misérables (FR)
Jadnici (HR)
Nyomorultak (HU)
I miserabili (IT)
'Alouvai Ha'Kha'yim (IW)
レ・ミゼラブル (JA)
De elendige (NO)
Nędznicy (PL)
Os Miseráveis (PT)
Отверженные (RU)
Sefiller (TR)
Знедолені (UK)
悲慘世界 (XX)";"FR";"2019";"Ladj Ly";"2 522 198"
"Harry, un ami qui vous veut du bien (FR)
Harry, He's Here to Help (EN)
With a Friend Like Harry (EN)
With a Friend Like Harry... (EN)
Приятелят Хари (BG)
Harry to s vámi myslí dobře (CS)
Harry - en ven i noden (DA)
Harry, en ven i nøden (DA)
Harry meint es gut mit Dir (DE)
Harry meint es gut mit dir (DE)
Harry, o kalyteros filos tou anthropou (EL)
Harry, un amigo que os quiere (ES)
Harry, un amigo que te quiere bien (ES)
Harry, un amic que us estima (ES)
Harry csak jot akar (HU)
Harry csak jót akar (HU)
Harry, un amico vero (IT)
Harry, un amico che ti vuole bene (IT)
Harry, en ven som vil deg vel (NO)
Harry, twój prawdziwy przyjaciel (PL)
Harry, um amigo ao seu dispor (PT)
Harry Chegou para Ajudar (PT)
Harry, um Amigo Ao Seu Dispor (PT)
Гарри - друг, который желает Вам добра (RU)
Harry prijatelj koji vam želi dobro (SR)
Harry - vän som vill dig väl (SV)
Harry, en vän som vill dig väl (SV)
Harry, iyiliginizi isteyen bir dost (TR)
Harry, un ami qui vous veut du bien (XX)
Harry, un ami qui vous veut du bien (XX)
Harry, el que está aquí para ayudar (XX)
Harry, un amigo que te quiere bien (XX)
Harry, He's Here to Help (XX)";"FR";"2000";"Dominik Moll";"2 494 862"
"Les rois mages (FR)
A három királyok (HU)
Cei trei de la rasarit (RO)
Трое волхвов (RU)
Tri mudraca (SR)
Les rois mages (XX)
The Three Kings (XX)";"FR";"2001";"Didier Bourdon
Bernard Campan";"2 490 082"
"Alad'2 (FR)
Aladdin 2 (EN)
The Brand New Adventure of Aladdin (EN)
Les nouvelles aventures d'Aladin 2 (FR)
Kaip Aladinas zmona gelbejo (LT)
Alad'Quê? (PT)
Приключения Аладдина (RU)
Aladin 2 (XX)";"FR";"2018";"Lionel Steketee";"2 484 613"
"Joyeux Noël (FR)
Merry Christmas (EN)
Joyeux Noël (EN)
Joyeux Noel (EN)
Joyeux Noël (EN)
Joyeux Noël (EN)
Joyeux Noel (EN)
Весела Коледа (BG)
Šťastné a Veselé (CS)
En Dag Uden Krig (DA)
En dag uden krig (DA)
Merry Christmas (DE)
Kala Hristougenna (EL)
Καλά Χριστούγεννα (EL)
Feliz Navidad (ES)
Noche de paz (ES)
Noche de paz (ES)
Noche de paz (ES)
Noche de paz (ES)
Noche de paz (ES)
Noche de paz (ES)
Päivä ilman sotaa (FI)
En dag utan krig (FI)
Sretan Božić (HR)
Fegyverszünet karácsonyra (HU)
Joyeux Noel : una verita' dimenticata dalla storia (IT)
Joyeux Noël - Una verità dimenticata dalla storia (IT)
Joyeux Noël (JA)
Merry Christmas (KO)
Linksmu Kaledu (LT)
En dag uten krig (NO)
Boze Narodzenie (PL)
Wesolych Swiat (PL)
Feliz Natal (PT)
Craciun fericit (RO)
Craciun Fericit (RO)
Schastlivogo Rozhdestva (RU)
Счастливого Рождества (RU)
Št'astné a veselé (SK)
Vesel Božič (SL)
Vesel bozic (SL)
Srećan Božić (SR)
Fiendeland (SV)
Fiendeland - En dag utan krig (SV)
God jul (SV)
Ateskes (TR)
Щасливого Рiздва (UK)
Joyeux Noël (XX)
Joyeux Noël (XX)
Merry Christmas (XX)
Noche de paz (XX)
Joyeux Noël (XX)
Happy Christmas (XX)
Joyeux Noel (XX)";"FR / DE / GB / BE / RO";"2005";"Christian Carion";"2 473 604"
"Enfin veuve (FR)
The Merry Widow (EN)
Endlich Witwe (DE)
Epitelous hira (EL)
Por Fin Viuda (ES)
Por fin viuda (ES)
Por fin viuda (ES)
Nietypowa wdowa (PL)
Enfim Viúva (PT)
Enfin veuve (XX)
Enfin veuve (XX)
A Widow at Last (XX)";"FR";"2007";"Isabelle Mergault";"2 470 627"
"Amour (FR)
Amour (EN)
Любов (BG)
Láska (CS)
Amour (DA)
Liebe (DE)
Amour (DE)
Agapi (EL)
Αγάπη (EL)
Amour (ES)
Amor (ES)
Amor (ES)
Armastus (ET)
Rakkaus (FI)
Ljubav (HR)
Szerelem (HU)
Ai, Amûru (JA)
Meilė (LT)
Mīlestība (LV)
Љубов (MK)
Ljubov (MK)
Miłosć (PL)
Milosc (PL)
Amor (PT)
Iubire (RO)
Любовь (RU)
Laska (SK)
Ljubezen (SL)
Ljubav (SR)
Amour (SV)
Ask (TR)
Любов (UK)
L'Amour (XX)
Amour (XX)
Amour (XX)
Ahava (XX)
Amour (XX)";"FR / DE / AT";"2012";"Michael Haneke";"2 467 578"
"Belle et Sébastien 3, le dernier chapitre (FR)
Belle and Sebastian, Friends for Life (EN)
Belle und Sebastian - Freunde fürs Leben (DE)
Belle & Sebastian - Freunde fürs Leben (DE)
Belle et Sebastian, amis pour la vie (FR)
Belle et Sébastien 3 - Le dernier chapitre (FR)
Belle and Sébastien 3: The Last Chapter (FR)
Belle és Sébastien 3: Mindörökké barátok (HU)
Belle & Sebastien: Amici per sempre (IT)
Belle & Sebastiaan 3: Vrienden voor het leven (NL)
Bella i Sebastian 3 (PL)
Белль и Себастьян: Друзья на век (RU)";"FR";"2017";"Clovis Cornillac";"2 433 012"
"Polisse (FR)
Poliss (EN)
Polisse (DA)
Poliezei (DE)
Police (EL)
Polisse (EL)
Polisse (ES)
Polisse (ES)
Polisse (HU)
Policija (LV)
Polisse - reddende engler (NO)
Polisse (PL)
Polissia (PT)
Полисс (RU)
Polis (SV)
Polis (TR)
Polisse (XX)
Polisse (XX)
Polisse (XX)
Poliss (XX)";"FR";"2011";"Maïwenn";"2 429 177"
"Le dernier trappeur (FR)
The Last Trapper (EN)
Der letzte Trapper (DE)
O teleftaios kynigos (EL)
El ultimo cazador (ES)
El último cazador (ES)
Viimeinen ansastaja (FI)
Az utolsó prémvadász (HU)
Il grande nord (IT)
Il grande Nord (IT)
O último caçador (PT)
O Último Caçador (PT)
Последний зверолов (RU)
Poslednji lovec (SL)
Den siste pälsjägaren (SV)
Le dernier trappeur (XX)
The Last Trapper (XX)";"FR / CA / DE / IT";"2004";"Nicolas Vanier";"2 427 471"
"Minuscule - La vallée des fourmis perdues (FR)
Minuscule: Valley of the Lost Ants (EN)
Миниатюрно: Долината на изгубените м... (BG)
Mrňouskové - Údolí ztracených mravenců (CS)
Minisekterne - Kampen om myrernes dal (DA)
Die Winzlinge - Operation Zuckerdose (DE)
Τοσοδούλικα: Η κοιλάδα των χαμένων μ�... (EL)
Minúsculos: El valle de las hormigas (ES)
Minúsculos (ES)
Minúsculos. El valle de las hormigas perdidas (ES)
Minúsculos (ES)
Minúsculos (ES)
Minusculo 3D (ES)
Minuscule. Mutukad: Kadunud sipelgate org (ET)
Minisankarit - Ruohonjuuritasolla (FI)
Csodabogarak: Az elveszett hangyák völgye (HU)
Minuscule - La valle delle formiche perdute (IT)
Didžioji skruzdėlyčių karalystė (LT)
Didzioji skruzdelyciu karalyste (LT)
Kukainīši: Skudru ieleja (LV)
Kule kryp (NO)
Robaczki z Zaginionej Doliny (PL)
Robaczki z zaginionej doliny (PL)
Minúsculos: O Filme (PT)
Minúsculos - O Vale das Formigas (PT)
Minuscule (RO)
Minuscule: Aventura furnicuţelor rătăcite (RO)
Букашки. Приключение в Долине муравь... (RU)
Chrobáčikovia: Údolie Stratených Mravčekov (SK)
Småkryp: Långfilmen (SV)
Miniscule - Valley of the Lost Ants (SV)
Minuscule: Kayip Karincalar Vadisi (TR)
Комашки: Пригода у Долинi Мурах (UK)
Minuscule - La vallée des fourmis perdues (XX)";"FR / BE";"2013";"Hélène Giraud
Thomas Szabo";"2 409 782"
"OSS 117: Le Caire nid d'espions (FR)
OSS 117 - Cairo nest of spies (EN)
OSS 117 - Cairo: Nest of Spies (EN)
OSS 117: Cairo, Nest of Spies (EN)
Агент 117 (BG)
OSS 117 - Der Spion, der sich liebte (DE)
OSS 117 - Apostoli sto Kairo (EL)
OSS 117: Αποστολή στο Κάιρο (EL)
Oss 117: El Cairo, Nido De Espias (ES)
OSS 117: El Cairo, nido de espías (ES)
OSS 117: El Cairo, nido de espías (ES)
Agentti 117: Tehtävä Kairossa (FI)
Agentti OSS 117 Kairossa (FI)
OSS 117: Le Caire, nid d'espions (FR)
OSS 117: Képtelen kémregény (HU)
OSS117/Cairo, Spy no sôkutsu (JA)
OSS117/Watashi o aishita café au lait (JA)
OSS 117: Spionen i Kairo (NO)
OSS 117: Kair, gniazdo szpiegów (PL)
Agente 117 (PT)
Agente 117: Uma Aventura no Cairo (PT)
OSS 117 - Misiune La Cairo (RO)
OSS 117: Cairo - Cuibul spionilor (RO)
Агент 117 (RU)
Agent 117 - Uppdrag i Kairo (SV)
Ajan 117 Kahire'de (TR)
OSS 117: Le Caire, nid d'espions (XX)
OSS 117: Le Caire, nid d'espions (XX)
OSS 117: Le Caire, nid d'espions (XX)
OSS 117: Cairo, Nest of Spies (XX)";"FR / BE";"2006";"Michel Hazanavicius";"2 398 096"
"Comme une image (FR)
Look at Me (EN)
Като картина (BG)
Se på Mig (DA)
Se på mig (DA)
Schau mich an! (DE)
San mia eikona (EL)
Como un imagen (ES)
Cómo una imagen (ES)
Como una imagen (ES)
Huomaa minut (FI)
Mint egy angyal (HU)
Cosi fan tutti (IT)
Così fan tutti (IT)
Se meg (NO)
Popatrz na mnie (PL)
Olhem para Mim (PT)
Questão de Imagem (PT)
Priveste-Ma (RO)
Посмотри на меня (RU)
Se mig (SV)
Comme une image (XX)
Cómo una imagen (XX)
Like an Image (XX)
Look at Me (XX)";"FR / IT";"2004";"Agnès Jaoui";"2 394 285"
"Les Visiteurs: La Révolution (FR)
The Visitors: Bastille Day (EN)
Гости от миналото: Революцията (BG)
Návstevníci 3: Revoluce (CS)
Die Besucher - Sturm auf die Bastille (DE)
Πάμε για επανάσταση; (EL)
Los visitantes la lían (ES)
Los visitantes la lían (en la Revolución Francesa) (ES)
Los visitantes la lían: ¡En la Revolución Francesa! (ES)
Les visiteurs: La révolution (FR)
Daleki rodjaci: Revolucija (HR)
Jöttünk, láttunk, visszamennénk 3. - A forradalom (HU)
I visitatori 3 - Liberté, egalité, fraternité (IT)
Ateiviai: Revoliucija (LT)
Os Visitantes - A Revolução (PT)
Пришельцы 3: Взятие Бастилии (RU)
Návstevníci 3: Revolúcia (SK)
Posetioci 3: Revolucija (SR)
Прибульцi 3: Взяття Бастилii (UK)
La Terreur: Les Visiteurs III (XX)
Les Visiteurs 3: la Terreur (XX)
Les visiteurs: La révolution (XX)
Les visiteurs: La révolution (XX)
The Visitors: Bastille Day (XX)
Les visiteurs 3: La révolution (XX)";"FR / BE / CZ";"2016";"Jean-Marie Poiré";"2 391 040"
"Paris (FR)
Paříž (CS)
Paris (DA)
So Ist Paris (DE)
So ist Paris (DE)
Paris (EL)
París (ES)
París (ES)
Párizs (HU)
Parigi (IT)
Parīze (LV)
Niebo Nad Paryzem (PL)
Niebo nad Paryzem (PL)
Paris (PT)
Paris (RO)
Париж (RU)
Paríž (SK)
Pariz (SL)
Pariz (SR)
Paris (SV)
Paris (TR)
Париж (UK)
Paris (XX)";"FR";"2008";"Cédric Klapisch";"2 386 566"
"Les trois frères, le retour (FR)
3 hermanos y una herencia (ES)
Tres hermanos y una herencia (ES)
Три брата, возвращение (RU)
Les trois frères, le retour (XX)
Les trois frères, le retour (XX)";"FR";"2014";"Didier Bourdon
Bernard Campan
Pascal Légitimus";"2 380 724"
"Les garçons et Guillaume, à table! (FR)
Me, Myself and Mum (EN)
Гийом, момчета, заповядайте на масата! (BG)
Maman und Ich (DE)
Ego, o eaftos mou kai i mama (EL)
Εγώ, ο εαυτός μου και η μαμά (EL)
Guillaume y los chicos, ¡A la mesa! (ES)
Yo, mi mamá y yo (ES)
Yo, mi mamá y yo (ES)
Guillaume y los chicos, ¡a la mesa! (ES)
Guillaume y los chicos, ¡a la mesa! (ES)
Chicos y Guillermo ¡A comer! (ES)
Äiti ja minä (FI)
Mamma och jag (FI)
Én, én és az anyám (HU)
Ég um mig og mömmu (IS)
Tutto sua madre (IT)
Guillaume i chlopcy! Kolacja! (PL)
Eu, Mamãe e os Meninos (PT)
A Mamã, os Rapazes e Eu! (PT)
Baietii si Guillaume, la masa! (RO)
Я, снова я и мама (RU)
Me, Myself and Mum (SV)
Ben, Kendim ve Annem (TR)
Les garçons et Guillaume, à table! (XX)
Les garçons et Guillaume, à table! (XX)
Ani atzmi ve'imma sheli (XX)
Me, Myself and Mum (XX)";"FR / BE";"2013";"Guillaume Gallienne";"2 327 753"
"Chocolat (FR)
Monsieur Chocolat (EN)
Господин Шоколад (BG)
Monsieur Chocolat (DA)
Monsieur Chocolat (DE)
Μεσιέ Σοκολά (EL)
Mesie Sokola (EL)
Monsieur Chocolate (ES)
Monsieur Chocolat (ES)
Señor Chocolate (ES)
Cokolada (HR)
Csokoládé (HU)
Mister Chocolat (IT)
Monsieur Chocolad (IW)
Monsieur Chocolat (NL)
Monsieur Chocolat (NO)
Chocolat (PL)
Chocolate (PT)
Шоколад (RU)
Monsieur Chocolat (SV)
Шоколад (UK)
Chocolat (XX)
Chocolat (XX)
Monsieur Chocolad (XX)";"FR";"2016";"Roschdy Zem";"2 302 195"
"Un crime au paradis (FR)
A Crime in Paradise (EN)
Eglima ston paradeiso (EL)
Un crimen en el paraiso (ES)
Un crimen en el paraíso (ES)
Une mort au paradis (FR)
Bűntény a paradicsomban (HU)
Omicidio in paradiso (IT)
Zbrodnia w raju (PL)
Un crime no paraiso (PT)
Um Crime no Paraíso (PT)
Преступление в раю (RU)
Zločin u raju (SR)
Un crime au paradis (XX)
Un crime au paradis (XX)
A Crime in Paradise (XX)";"FR";"2000";"Jean Becker";"2 298 419"

"Search the database for a film using one or several criterias - Search results"
" - title : "
" - production_year_begin : 2000"
" - production_year_end : 2021"
" - admission_year_begin : ----"
" - admission_year_end : ----"
" - director : "
" - producing_country_id : France  (FR)"
