"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Inglourious Basterds (EN)
Inglorious Bastards (EN)
Гадни копилета (BG)
Hanebný pancharti (CS)
Inglourious Basterds (DE)
Adoxoi bastardi (EL)
Άδωξοι μπάσταρδη (EL)
Malditos Bastardos (ES)
Bastardos sin gloria (ES)
Bastardos Sin Gloria (ES)
Malditos bastardos (ES)
Maleïts malparits (ES)
Vääritud tõprad (ET)
Kunniattomat paskiaiset (FI)
Inglourious Basterds (FR)
Nemilosrdni Gadovi (HR)
Nemilosrdni gadovi (HR)
Becstelen Brigantik (HU)
Becstelen brigantyk (HU)
Bastardi senza gloria (IT)
Inglourious Basterds (JA)
Negarbingi sunsnukiai (LT)
Negarbingi šunsnukiai (LT)
Bēdīgi Slavenie Mērgļi (LV)
Bękarty wojny (PL)
Sacanas Sem Lei (PT)
Bastardos Inglórios (PT)
Ticalosi Fara Glorie (RO)
Ticalosi fara glorie (RO)
Бесславные ублюдки (RU)
Nehanební bastardi (SK)
Nehanební Bastardi (SK)
Neslavne Barabe (SL)
Neslavne barabe (SL)
Prokletnici (SR)
Yoodtakarn Deuat Cheuat Nazis (TH)
Soysuzlar Çetesi (TR)
Безславнi виродки (UK)
Inglourious Basterds (XX)
Serefsiz Alçaqlar (XX)
Inglourious Basterds (XX)
Le commando des bâtards (XX)
Haramzadeha-ye avazi (XX)
Bastardos sin gloria (XX)
Dinh menh (XX)
Inglorious Bastards (XX)
Inglourious (XX)";"US / DE";"2009";"Quentin Tarantino";"14 366 563"
"Der Schuh des Manitu (DE)
Manitou's Shoe (EN)
Der Schuh des Manitu - Extra large (DE)
El tesoro de Manitu (ES)
El tesoro de manitú (ES)
Manitou Saabas (ET)
Manitu saabas (ET)
Qui peut sauver le Far West ? (FR)
Qui peut sauver le Far West? (FR)
Manituova cipela (HR)
Manitu bocskora (HU)
Manitu batai (LT)
But Manitou (PL)
Мокасины Маниту (RU)
Ulu Manitu (TR)
Ulu manitu (TR)
Der Schuh des Manitu (XX)
Manitou's Shoe (XX)";"DE";"2001";"Michael Herbig";"13 911 033"
"Lara Croft: Tomb Raider (EN)
Tomb Raider (EN)
Tomb Raider: The Achilles Shield (EN)
Tomb Raider: The Adventures of Lara Croft (EN)
Tomb Raider: The Movie (EN)
Лара Крофт: Tomb Raider (BG)
Lara Croft: Tomb Raider (EL)
Λάρα Κροφτ: Τουμπ ρέιντερ (EL)
Lara Croft: Tomb Raider (ES)
Tomb Raider (ES)
Tomb Raider (ES)
Lara Croft: Tomb Raider (ES)
Tomb Raider (ES)
Lara Croft: Tomb Raider (ES)
Tomb Raider (ES)
Tomb Raider - Seikleja (ET)
Lara Croft - Tomb Raider (FI)
Lara Croft: Tomb Raider (FR)
Lara Kroft: Pljačkaš Grobova (HR)
Kapų plėšikė Lara Kroft (LT)
Kapu plešike Lara Kroft (LT)
Lara Krofta - Kapenu izlaupitaja (LV)
Tomb Raider (NO)
Tomb Rider: Lara Croft (PL)
Tomb Raider (PL)
Lara Croft: Tomb Raider (RO)
Лара Крофт: Расхитительница гробниц (RU)
Lara Kroft: Pljačkaš grobova (SR)
Lara Croft: Tomb Raider (TR)
Лара Крофт: Розкрадачка гробниць (UK)
Lara Croft: Tomb Raider (XX)
Lara Croft: Tomb Raider (XX)
Lara Croft - Tomb raider: Le film (XX)
Lara Croft: Tomb Raider (XX)";"US / GB INC / JP / DE";"2001";"Simon West";"13 885 953"
"American Wedding (EN)
American Pie: The Wedding (EN)
American Pie 3: Piece of pie (EN)
American Pie 3 (EN)
American Pie 3: Piece of Pie (EN)
Американски пай 3: Сватбата (BG)
Prci, prci, prcičky - Svatba (CS)
Prci, prci, prcicky 3: Svatba (CS)
American Pie - The Wedding (DA)
American Pie - Jetzt wird geheiratet (DE)
American Pie: Jetzt wird geheiratet (DE)
American Pie: Jetzt wird geheiratet (DE)
American pie - O gamos (EL)
American Pie. Menuda boda! (ES)
American pie: La boda (ES)
American Pie: ¡Menuda boda! (ES)
American Pie - La Boda (ES)
American pie: La boda (ES)
Kuum pirukas 3: Pulmad (ET)
American pie - the wedding (FI)
American Pie - The Wedding (FI)
American wedding (FI)
American Pie : marions-les ! (FR)
American pie: marions-les! (FR)
Američka pita 3: Vjenčanje (HR)
Amerikai Pite 3. Az Esküvő (HU)
Amerikai pite - Az esküvő (HU)
American Pie - Il matrimonio (IT)
American Pie: The Wedding (JA)
Amerikietiškas pyragas: vestuvės (LT)
American Pie: Bryllupet (NO)
American Pie: Wesele (PL)
American Pie - O Casamento (PT)
American Pie: O Casamento (PT)
American Pie: O Casamento (PT)
Placinta Americana nunta (RO)
Американский пирог 3: Свадьба (RU)
Prci, prci, prcičky - Svadba (SK)
Ameriska pita: Poroka (SL)
Ameriska pita 3 (SL)
Američka pita 3 - Venčanje (SR)
American Pie - The Wedding (SV)
Amerikan Pastasi: Dügün (TR)
Amerikan pastasi - Dügün (TR)
Американський пирiг 3: Весiлля (UK)
American Wedding (XX)
Folies de graduation: Le mariage (XX)
American Pie: The Wedding (XX)
American Pie: The Wedding (XX)
American Pie: The Wedding (XX)";"US / DE";"2003";"Jesse Dylan";"13 636 197"
"Astérix aux jeux olympiques (FR)
Asterix at the Olympic Games (EN)
Астерикс на олимпийските игри (BG)
Asterix a Olympijské hry (CS)
Asterix og de olympiske lege (DA)
Asterix bei den Olympischen Spielen (DE)
O Asterix stous olympiakous agones (EL)
Ο Αστερίξ στους Ολυμπιακούς αγώνες (EL)
Asterix en los juegos olímpicos (ES)
Astérix en los Juegos Olímpicos (ES)
Asterix Olympialaisissa (FI)
Asterix olympialaisissa (FI)
Asterix på olympiaden (FI)
Asterix na olimpijskim igrama (HR)
Asterix na Olimpijskim igrama (HR)
Asterix Az Olimpián (HU)
Asterix az Olimpián (HU)
Ástríkur á Ólympíuleikunum (IS)
Asterix Alle Olimpiadi (IT)
Asterix alle olimpiadi (IT)
Asteriksas olimpinese zaidynese (LT)
Asteriks Olimpiskajās Spēlēs (LV)
Asterix en de Olympische Spelen (NL)
Asterix og de olympiske leker (NO)
Asterix na olimpiadzie (PL)
Astérix nos jogos olímpicos (PT)
Asterix nos Jogos Olímpicos (PT)
Astérix nos Jogos Olímpicos (PT)
Asterix La Jocurile Olimpice (RO)
Asterix la Jocurile Olimpice (RO)
Астерикс на Олимпийских играх (RU)
Asterix a Olympijské hry (SK)
Asterix na olimpijskih igrah (SL)
Asteriks na Olimpijadi (SR)
Asterix på Olympiaden (SV)
Astérix på olympiaden (SV)
Asteriks olimpiyat oyunlari'nda (TR)
Астерiкс на Олiмпiйських iграх (UK)
Astérix aux jeux olympiques (XX)
Astérix aux jeux olympiques (XX)
Asterix at the Olympic Games (XX)";"FR / DE / ES / IT";"2008";"Frédéric Forestier
Thomas Langmann";"13 551 465"
"The Hangover (EN)
Pařba ve Vegas (CS)
Parba ve Vegas (CS)
Tømmermænd I Vegas (DA)
Tømmermænd i Vegas (DA)
Hangover (DE)
The Hangover (EL)
Το χανγκόβερ (EL)
Resacon En Las Vegas (ES)
Que paso ayer? (ES)
¿Qué pasó ayer? (ES)
Qué pasó Ayer (ES)
Resacón en Las Vegas (ES)
Ressaca a Las Vegas (ES)
¿Qué pasó ayer? (ES)
¿Qué pasó ayer? (ES)
¿Qué pasó ayer? (ES)
Pohmakas (ET)
Kauhea kankkunen (FI)
Very Bad Trip (FR)
Mamurluk (HR)
Másnaposok (HU)
Una Notte Da Leoni (IT)
Una notte da leoni (IT)
Hangover! Kieta Hanamuko to Shijô Saiaku no Futsukayoi (JA)
Pagirios Las Vegase (LT)
Paģiras (LV)
Pagiras (LV)
Hangover (NO)
Kac Vegas (PL)
A Ressaca (PT)
Se Beber, Não Case! (PT)
Marea Mahmureala (RO)
Marea mahmureala (RO)
Мальчишник в Вегасе (RU)
Vo štvorici po opici (SK)
Vo stvorici po opici (SK)
Prekrokana Noč (SL)
Mamurluk u Vegasu (SR)
Baksmällan (SV)
Felekten bir gece (TR)
Похмiлля у Вегасi (UK)
The Hangover (XX)
Very Bad Trip (XX)
Lendemain de veille (XX)
The Hangover (XX)
B'Derekh L'Khatunah Otzrim B'Vegas (XX)
Stopping in Vegas on the Way to a Wedding (XX)
¿Qué pasó ayer? (XX)";"US / DE";"2009";"Todd Phillips";"13 117 766"
"8 Mile (EN)
Fight Music (EN)
Fight Song (EN)
Untitled Detroit Project (EN)
Осмата миля (BG)
8 Mile (DA)
8 Mile (DE)
8 Mile - Jeder Augenblick ist eine neue Chance (DE)
8 Mile (EL)
8 millas (ES)
8 Mile: Calle de ilusiones (ES)
Calle de las ilusiones (ES)
8 Mile: Calle de ilusiones (ES)
8 Mile (FI)
8 Mile (FR)
8 milja (HR)
8 mérföld (HU)
Aštunta mylia (LT)
8 mylia (LT)
8. judze (LV)
8. Mila (PL)
8. mila (PL)
8 Mile: Rua das Ilusões (PT)
Rua das Ilusões (PT)
8 Mile (PT)
8 Миля (RU)
8 milj (SL)
8 milja (SR)
8 Mile (SV)
8 Mil (TR)
8 mil (TR)
Восьма миля (UK)
8 Mile (XX)
8 Mile (XX)";"US / DE";"2002";"Curtis Hanson";"13 073 309"
"The Bourne Ultimatum (EN)
Ултиматумът на Борн (BG)
Bourneovo ultimátum (CS)
Das Bourne Ultimatum (DE)
To telesigrafo tou Bourne (EL)
Το τελεσίγραφο του Μπορν (EL)
El ultimatum de Bourne (ES)
Bourne: El ultimátum (ES)
El ultimátum de Bourne (ES)
L'ultimàtum de Bourne (ES)
Bourne: El ultimátum (ES)
Bourne'i ultimaatum (ET)
Medusan sinetti (FI)
La vengeance dans la peau (FR)
Bourneov ultimatum (HR)
A Bourne-ultimátum (HU)
The Bourne Ultimatum - Il ritorno dello sciacallo (IT)
Bôn arutimeitamu (JA)
Bourne Ultimatum (JA)
Bornas. Galutinis tikslas (LT)
Borna ultimats (LV)
The Bourne Ultimatum (NO)
Jason Bournes ultimatum (NO)
Ultimatum Bourne'a (PL)
O Ultimato Bourne (PT)
Ultimato (PT)
Ultimatumul Lui Bourne (RO)
Ultimatumul lui Bourne (RO)
Ультиматум Борна (RU)
Bourneovo ultimátum (SK)
Bournovo ultimátum (SK)
Bournov ultimat (SL)
Bornov ultimatum (SR)
The Bourne Ultimatum (SV)
Son ültimatom (TR)
Ультиматум Борна (UK)
The Bourne Ultimatum (XX)
La vengeance dans la peau (XX)
La vengeance dans la peau (XX)
The Bourne Ultimatum (XX)
Bourne: El ultimátum (XX)";"US / GB INC / DE";"2007";"Paul Greengrass";"12 259 956"
"Les choristes (FR)
The Chorus (EN)
Хористите (BG)
Slavíci v kleci (CS)
Koret (DA)
Die Kinder des Monsieur Mathieu (DE)
I horodia (EL)
Ta paidia tis horodias (EL)
Τα Παιδιά της Χορωδίας (EL)
Los Chicos Del Coro (ES)
Los coristas (ES)
Los chicos del coro (ES)
Los coristas (ES)
Los coristas (ES)
Kuoropojat (FI)
Körpojkarna (FI)
Kóristák (HU)
I ragazzi del coro (IT)
Les choristes - I ragazzi del coro (IT)
Choristai (LT)
Koristi (LV)
Mathieu og korguttene (NO)
Pan od muzyki (PL)
Os Coristas (PT)
A Voz do Coração (PT)
Corul (RO)
Хористы (RU)
Slávici v klietke (SK)
Zboristi (SL)
Grosskören (SV)
Gosskören (SV)
Koro (TR)
Хористи (UK)
Les choristes (XX)
Les Choristes (XX)
Gorooh e Kor (XX)
The Choir Boys (XX)
The Chorus (XX)";"FR / CH / DE";"2004";"Christophe Barratier";"11 931 162"
"Charlie's Angels (EN)
Charlie's Angels: The Movie (EN)
Ангелите на Чарли (BG)
Charlieho andílci (CS)
Charlie's Angels (DA)
3 Engel für Charlie (DE)
Oi angeloi tou Charlie (EL)
Οι άγγελοι του Τσάρλι (EL)
Los angeles de Charlie (ES)
Los ángeles de Charlie (ES)
Los ángeles de Charlie (ES)
Los Ángeles de Charlie (ES)
Los ángeles de Charlie (ES)
Los ángeles de Charlie (ES)
Charlie inglid (ET)
Charlien enkelit (FI)
Charlies änglar (FI)
Charlie et ses drôles de dames (FR)
Charliejevi anđeli (HR)
Charlie angyalai (HU)
Carlio angelai (LT)
Carlija engeli (LV)
Aniołki Charliego (PL)
As Panteras (PT)
Os Anjos de Charlie (PT)
Ingerii lui Charlie (RO)
Îngerii lui Charlie (RO)
Ангелы Чарли (RU)
Charlieho anjeli (SK)
Čarlijevi anđeli (SR)
Charlies änglar (SV)
Charlie'nin melekleri (TR)
Янголи Чарлi (UK)
Charlie's Angels (XX)
Charlie et ses drôles de dames (XX)
Los ángeles de Charlie (XX)";"US / DE";"2000";"Joseph McGinty Nichol";"11 355 463"
"Fantastic Four (EN)
Fantastic 4 (EN)
The Fantastic Four (EN)
Фантастичната четворка (BG)
Fantastická čtyřka (CS)
Fantasticka ctyrka (CS)
Fantastic Four (DE)
Fantastic Four (EL)
Los 4 Fantasticos (ES)
Los 4 fantásticos (ES)
Los 4 Fantásticos (ES)
Los cuatro fantásticos (ES)
Los 4 Fantásticos (ES)
Los 4 fantásticos (ES)
Fantastiline nelik (ET)
Fantastic Four (FI)
Ihmeneloset (FI)
Les 4 fantastiques (FR)
Les 4 Fantastiques (FR)
Fantastična četvorka (HR)
Fantasztikus négyes (HU)
I fantastici 4 (IT)
I Fantastici 4 (IT)
Fantastiskas ketvertas (LT)
Fantastyczna Czwórka (PL)
Quarteto Fantástico (PT)
Cei 4 Fantastici (RO)
Cei patru fantastici (RO)
Фантастическая четвёрка (RU)
Fantastická štvorka (SK)
Fantastična četvorka (SR)
Fantastik Dörtlü (TR)
Fantastik dörtlü (TR)
Fantastic Four (XX)
Fantastic Four (XX)
Les quatre fantastiques (XX)";"US / DE";"2005";"Tim Story";"11 171 730"
"Kingdom of Heaven (EN)
The Crusades (EN)
Небесно царство (BG)
Království nebeské (CS)
Königreich der Himmel (DE)
To vasileio ton ouranon (EL)
Το βασίλειο των ουρανών (EL)
El Reino de los Cielos (ES)
Cruzada (ES)
El reino de los cielos (ES)
Cruzada (ES)
Cruzada (ES)
Cruzada (ES)
Taevane kuningriik (ET)
Kingdom of Heaven - taivas maan päällä (FI)
Kingdom of Heaven - Taivas maan päällä (FI)
Taivas maan päällä (FI)
Le royaume des cieux (FR)
Kingdom of Heaven (FR)
Kraljevstvo nebesko (HR)
Mennyei Királyság (HU)
Mennyei királyság (HU)
Le crociate (IT)
Le crociate - Kingdom of Heaven (IT)
Dangaus karalyste (LT)
Królestwo Niebieskie (PL)
Królestwo niebieskie (PL)
Reino dos Céus (PT)
Cruzada (PT)
Regatul Cerului (RO)
Царство небесное (RU)
Královstvo nebeské (SK)
Nebeško kraljestvo (SL)
Nebesko kraljevstvo (SR)
Cennetin Krallığı (TR)
Cennetin kralligi (TR)
Царство небесне (UK)
Kingdom of Heaven (XX)
Kingdom of Heaven (XX)
Le Royaume des cieux (XX)
Cruzada (XX)
Cruzada (XX)";"GB INC / DE / ES / US";"2005";"Ridley Scott";"11 144 687"
"The Mummy: Tomb of the Dragon Emperor (EN)
Mummy 3 (EN)
The Mummy 3 (EN)
The Mummy 3: Curse of the Dragon (EN)
Untitled Rick O'Connell Adventure (EN)
Мумията: Гробницата на Императора Др... (BG)
Mumie: Hrob Dračího císaře (CS)
Mumien: Drage-kejserens grav (DA)
Die Mumie - Das Grabmal des Drachenkaisers (DE)
I moumia: I aftokratoria tou Drakou (EL)
Η μούμια: Η αυτοκρατορία του δράκου (EL)
La momia - La tumba del emperador dragón (ES)
La momia: La tumba del emperador Dragón (ES)
La momia. La tumba del emperador Dragón (ES)
La Momia: La Tumba del Emperador Dragón (ES)
La momia 3 - La tumba del emperador dragón (ES)
Muumia 3 (ET)
Muumia - Draakonkeisri hauakamber (ET)
Muumio 3: lohikäärmekeisarin hauta (FI)
Mumien: Drakkejsarens grav (FI)
Muumio: Lohikäärmekeisarin hauta (FI)
La momie : la tombe de l'empereur dragon (FR)
La momie - La tombe de l'empereur dragon (FR)
Mumija: Grobnica zmajskog cara (HR)
Mumija 3 (HR)
Múmia 3 (HU)
A múmia - A sárkánycsászár sírja (HU)
La mummia - La tomba dell'imperatore dragone (IT)
La mummia - La tomba dell'Imperatore Dragone (IT)
Hamunaptra 3 (JA)
Mumija: Drakono Imperatoriaus kapas (LT)
Mumija: Drakono Imperatoriaus Kapas (LT)
Mūmija: Pūka Imperatora Kapenes (LV)
Mumien: Dragekeiserens grav (NO)
Mumia - Grobowiec cesarza smoka (PL)
A Múmia - O Túmulo do Imperador Dragão (PT)
A Múmia: Tumba do Imperador Dragão (PT)
Mumia:Mormantul Imparatului Dragon (RO)
Mumia: Mormântul Împãratului Dragon (RO)
Мумия: Гробница Императора Драконов (RU)
Múmia: Hrob dračieho cisára (SK)
Mumija:grobnica zmajskega cesarja (SL)
Mumija: grobnica zmajskega cesarja (SL)
Mumija - Grobnica Zmaja imperatora (SR)
Mumien: Drakkejsarens grav (SV)
Mumya - Ejder imparatoru'nun mezari (TR)
Мумiя: Гробниця Iмператора Драконiв (UK)
The Mummy: Tomb of the Dragon Emperor (XX)
La momie - La tombe de l'empereur dragon (XX)
La momia: La tumba del emperador dragón (XX)
Xac uop 3: Lang mo Tan Vuong (XX)";"US / DE";"2008";"Rob Cohen";"11 045 392"
"Red Dragon (EN)
Чeрвеният дракон (BG)
Cervený drak (CS)
Den roede drage (DA)
Den røde drage (DA)
Roter Drache (DE)
Kokkinos drakos (EL)
Κόκκινος δράκος (EL)
El dragon rojo (ES)
Dragón rojo (ES)
Dragón rojo (ES)
El dragón rojo (ES)
Dragón rojo (ES)
Dragón rojo (ES)
Dragón rojo (ES)
Punane draakon (ET)
Punainen lohikäärme (FI)
Dragon rouge (FR)
Crveni zmaj (HR)
A vörös sárkány (HU)
Raudonasis drakonas (LT)
Den røde drage (NO)
Czerwony smok (PL)
Dragão Vermelho (PT)
Dragão Vermelho (PT)
Dragonul rosu (RO)
Красный Дракон (RU)
Cervený drak (SK)
Crveni zmaj (SR)
Röd drake (SV)
Kizil ejder (TR)
Червоний дракон (UK)
Red Dragon (XX)
Dragon rouge (XX)";"US / DE / GB";"2002";"Brett Ratner";"11 027 106"
"Sahara (EN)
Сахара (BG)
Sahara - Abenteuer in der Wüste (DE)
Sahara (EL)
Sahara (ES)
Sahara (ES)
Sahara (FI)
Sahara (FR)
Szahara (HU)
Sahara (IT)
Sahara (PT)
Sahara (PT)
Sahara (RO)
Сахара (RU)
Sahara (TR)
Сахара (UK)
Sahara (XX)
Sahara (XX)
Sahara: Con tàu tu than (XX)";"US / GB INC / DE / ES";"2005";"Breck Eisner";"10 938 330"
"Perfume: The Story of a Murderer (EN)
Парфюмът: Историята на един убиец (BG)
Parfém: Příběh vraha (CS)
Parfém - Príbeh vraha (CS)
Parfumen: Historien Om En Morder (DA)
Parfumen - historien om en morder (DA)
Das Parfum - Die Geschichte eines Mörders (DE)
To aroma: I istoria enos dolofonou (EL)
Το άρωμα: Η ιστορία ενός δολοφόνου (EL)
El perfume, historia de un asesino (ES)
Perfume - La historia de un asesino (ES)
El perfume (ES)
El perfume: Historia de un asesino (ES)
El Perfume: Historia de un asesino (ES)
El perfume (ES)
Parfüüm: ühe mõrva lugu (ET)
Parfyymi - erään murhaajan tarina (FI)
Parfyymi (FI)
Le parfum, histoire d'un meurtrier (FR)
Le parfum - Histoire d'un meurtrier (FR)
Parfem: Povijest jednog ubojice (HR)
Parfüm: Egy gyilkos története (HU)
Profumo, storia di un assassino (IT)
Profumo - Storia di un assassino (IT)
Perfume - Aru hito goroshi no monogatari (JA)
Kvepalai. Vieno žudiko istorijy (LT)
Kvepalai. Vieno žudiko istorija (LT)
Parfīms: stasts par kadu slepkavu (LV)
Parfymen - Historien om en morder (NO)
Parfymen: Historien om en morder (NO)
Pachnidlo: Historia mordercy (PL)
O Perfume. A História de um Assassino (PT)
Perfume: A História de um Assassino (PT)
O Perfume - História de um Assassino (PT)
Parfumul:Povestea Unei Crime (RO)
Parfumul: Povestea unei crime (RO)
Парфюмер: История одного убийцы (RU)
Parfum: Príbeh vraha (SK)
Parfum (SL)
Parfem: Priča o jednom ubici (SR)
Parfymen: Berättelsen om en mördare (SV)
Koku: Bir Katilin Hikayesi (TR)
Парфумер: Iсторiя одного вбивцi (UK)
Perfume: The Story of a Murderer (XX)
Parfümer: Bir Qatilin Heyati (XX)
Le parfum - Histoire d'un meurtrier (XX)
Le parfum: Histoire d'un meurtrier (XX)
Perfume (XX)
Perfume: The Story of a Murderer (XX)";"DE / ES / FR";"2006";"Tom Tykwer";"10 881 670"
"Mission: Impossible III (EN)
Mission: Impossible 3 (EN)
Misiata Nevazmozhna 3 (BG)
Мисията невъзможна 3 (BG)
Mission: Impossible 3 (DA)
Mission: Impossible III (DE)
Epikindyni apostoli 3 (EL)
Επικίνδυνη αποστολή 3 (EL)
Misión: Imposible III (ES)
Misión imposible 3 (ES)
M:i: III (ES)
Misión: Imposible 3 (ES)
Misión: Imposible III (ES)
Võimatu missioon III (ET)
M:I III - vaarallinen tehtävä III (FI)
M:i:III (FI)
Vaarallinen tehtävä III (FI)
Nemoguća misija III (HR)
Mission: Impossible III (IT)
Neimanoma misija 3 (LT)
Neiespejama misija 3 (LV)
Missão Impossível M:1-3 (PT)
M:i:III (PT)
Missão: Impossível 3 (PT)
Missão Impossível 3 (PT)
Misiune Imposibila III (RO)
Misiune: Imposibilă III (RO)
Миссия: невыполнима 3 (RU)
Nemoguća misija III (SR)
Görevimiz tehlike III (TR)
Мiсiя: Нездiйсненна 3 (UK)
M:1-3 (XX)
M:i:III (Mission Impossible III) (XX)
Mission: Impossible III (XX)
Mission: Impossible III (XX)
Messima bilty efsharit 3 (XX)
Misión imposible III (XX)";"US / DE";"2006";"J.J. Abrams";"10 766 302"
"Good Bye, Lenin! (EN)
Good Bye Lenin! (EN)
Сбогом, Ленин! (BG)
Good Bye, Lenin! (CS)
79 qm DDR (DE)
Good Bye Lenin! (DE)
Antio Lenin (EL)
Goodbye, Lenin! (EL)
Good Bye Lenin! (ES)
Adiós, Lenin! (ES)
Good bye, Lenin! (ES)
Goodbye Lenin! (FI)
Goodbye, Lenin! (FI)
Good Bye Lenin! (FI)
Au revoir Lénine (FR)
Zbogom Lenjinu (HR)
Sudie, Leninai! (LT)
Good bye, Lenin! (NO)
Adeus, Lenine! (PT)
Adeus, Lenin! (PT)
Good Bye Lenin (RO)
Adio, Lenin! (RO)
Гудбай, Ленин! (RU)
Good Bye Lenin! (SK)
Zbogom, Lenin! (SL)
Zbogom Lenjinu (SR)
Elveda Lenin (TR)
Elveda Lenin! (TR)
Good Bye Lenin! (XX)
Au revoir Lénine! (XX)
Goodbye Lenin! (XX)";"DE";"2003";"Wolfgang Becker";"10 652 204"
"(T)Raumschiff Surprise - Periode 1 (DE)
Dreamship Surprise: Period 1 (EN)
Space Movie: La menace fantoche (FR)
A zűrhajo (HU)
A zűrhajó (HU)
Gwiezdne jaja, czesc I: Zemsta swirów (PL)
Nave Especial (PT)
Космический дозор. Эпизод 1 (RU)
(T)Raumschiff Surprise - Periode 1 (XX)";"DE";"2004";"Michael Herbig";"10 372 379"
"About a Boy (EN)
Маркъс (BG)
Jak na věc (CS)
Jak na vec (CS)
About A Boy oder der Tag der toten Ente (DE)
About a Boy oder: Der Tag der toten Ente (DE)
About a Boy oder: Der Tag der toten Ente (DE)
Gia ena agori (EL)
Για ένα αγόρι (EL)
Un niño grande (ES)
Un gran chico (ES)
Un gran chico (ES)
Suur poiss ja väike poiss (ET)
Poika (FI)
Om en pojke (FI)
Pour un garçon (FR)
Comme un garçon (FR)
Sve zbog jednog dječaka (HR)
Egy fiúról (HU)
Un ragazzo (IT)
About a Boy - Un ragazzo (IT)
Gyvenimas pagal Jį (LT)
Gyvenimas pagal ji (LT)
Par puiku (LV)
Par Puiku (LV)
Gutter er gutter (NO)
Był Sobie Chłopiec (PL)
Był sobie chłopiec (PL)
Um Grande Garoto (PT)
Era Uma Vez Um Rapaz (PT)
Totul despre baieti (RO)
Мой мальчик (RU)
Ako na vec (SK)
Vse o fantu (SL)
Sve o dečaku (SR)
Om en pojke (SV)
Bir erkek hakkinda (TR)
Мiй хлопчик (UK)
About a Boy (XX)
Comme un garçon (XX)";"GB / US / FR / DE";"2002";"Paul Weitz
Chris Weitz";"10 289 591"
"Traffic (EN)
Traffik (EN)
Трафик (BG)
Traffic - Nadvláda gangů (CS)
Traffic - nadvláda gangů (CS)
Traffic (DA)
Traffic - Die Macht des Kartells (DE)
Traffic (EL)
Traffic (ES)
Traffic (ES)
Tráfico (ES)
Traffic (ES)
Narkoäri (ET)
Traffic (FI)
Traffic (FR)
Traffic (HU)
Traffic (JA)
Narkotikų kelias (LT)
Narkotiku kelias (LT)
Traffic (NO)
Traffic (PL)
Traffic: Ninguém Sai Limpo (PT)
Traffic - Ninguém Sai Ileso (PT)
Trafic (RO)
Траффик (RU)
Traffic - Aféry (bez)mocných (SK)
Preprodajalci (SL)
Putevi droge (SR)
Trafik (TR)
Трафiк (UK)
Traffic (XX)
Traffic (XX)
Trafic (XX)";"US / DE";"2000";"Steven Soderbergh";"9 354 466"
"Der Untergang (DE)
Downfall (EN)
Крахът на Третия Райх (BG)
Pád Třetí říše (CS)
Pád Tretí ríse (CS)
Der Untergang (DA)
I ptosi (EL)
Η πτώση (EL)
El hundimiento (ES)
La caída (ES)
La caída - Los últimos días de Hitler (ES)
La caída (ES)
La caída (ES)
La caída (ES)
La caída (ES)
Allakäik (ET)
Perikato (FI)
Undergången (FI)
La chute (FR)
Hitler: Konačni pad (HR)
A bukás (HU)
A bukás - Hitler utolsó napjai (HU)
La caduta - Gli ultimi giorni di Hitler (IT)
Hitorâ: Saigo no 12nichi kan (JA)
Trečiojo Reicho žlugimas (LT)
Der Untergang (NO)
Der Untergang - Det tredje rikets siste dager (NO)
Upadek (PL)
A Queda - Hitler e o Film do Terceiro Reich (PT)
A Queda! As Últimas Horas de Hitler (PT)
A Queda: Hitler e o Fim do Terceiro Reich (PT)
Ultimele zile ale lui Hitler (RO)
Бункер (RU)
Pád tretej ríše (SK)
Pád Tretej ríse (SK)
Propad (SL)
Hitler, poslednji dani (SR)
Undergången - Hitler och Tredje Rikets fall (SV)
Undergången - Hitler och Tredje rikets fall (SV)
Çöküş (TR)
Çöküs (TR)
Бункер (UK)
Der Untergang (XX)
La chute (XX)
Downfall (XX)
La chute (XX)
Ha'nefila (XX)
Downfall (XX)";"DE / IT";"2004";"Oliver Hirschbiegel";"9 266 767"
