"Market";"Distributor";"Release date";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2019";"2020";"2014-2020";"Total since 2010"
"BE";"Belga Films (BE)";"14/04/2010";"38 254";"";"";"";"";"";"95";"462";"182";"";"739";"38 993"
"BG";"Alexandra/A Plus Films";"15/04/2011";"";"4 707";"";"";"";"";"";"";"";"";"";"4 707"
"CH";"Pathé Films (CH)";"14/04/2010";"29 492";"68";"";"";"39";"57";"";"";"";"";"96";"29 656"
"CZ";"35 mm";"16/09/2010";"7 666";"331";"483";"33";"";"";"";"";"";"";"";"8 513"
"DE";"LEONINE Distribution GmbH";"30/09/2010";"78 610";"";"";"";"";"";"";"";"";"39";"39";"78 649"
"ES";"Tripictures";"10/09/2010";"151 389";"819";"";"";"";"";"";"";"";"";"";"152 208"
"FI";"Nordisk Film Theatrical Dist.";"27/08/2010";"4 206";"";"";"";"";"";"";"";"";"";"";"4 206"
"FR";"EuropaCorp (FR)";"14/04/2010";"1 626 002";"";"";"";"";"";"";"";"";"";"";"1 626 002"
"GB";"StudioCanal (GB)";"22/04/2011";"";"19 965";"";"";"26";"";"21";"";"";"";"47";"20 012"
"GR";"Word of Mouth (GR)";"23/09/2010";"11 308";"122";"";"";"";"";"";"";"";"";"";"11 430"
"HR";"Blitz Film & Video Distribution (HR)";"09/09/2010";"8 886";"18";"";"";"";"";"";"";"";"";"";"8 904"
"HU";"Forum-Hungary";"09/09/2010";"16 484";"";"";"";"";"";"";"";"";"";"";"16 484"
"IE";"StudioCanal (IE)";"22/04/2011";"";"1 402";"";"";"";"";"";"";"";"";"";"1 402"
"IS";"Myndform";"21/01/2011";"";"1 096";"";"";"";"";"";"";"";"";"";"1 096"
"IT";"Medusa Film";"15/10/2010";"296 854";"2 351";"";"";"";"";"";"";"";"";"";"299 205"
"LU";"Belga Film (LU)";"14/04/2010";"1 691";"";"";"";"";"";"";"";"";"";"";"1 691"
"PT";"ZON Lusomundo Cinemas";"10/03/2011";"";"2 241";"";"";"";"";"";"";"";"";"";"2 241"
"RU";"Central Partnership (RU)";"22/07/2010";"277 841";"";"";"";"";"";"";"";"";"";"";"277 841"
"SK";"Continental Film (SK)";"11/11/2010";"2 589";"1 606";"";"";"";"";"";"";"";"";"";"4 195"
"TR";"UIP (TR)";"10/09/2010";"16 091";"";"";"";"";"";"";"";"";"";"";"16 091"
"EUR EU";"";"";"2 243 939";"33 562";"483";"33";"26";"";"116";"462";"182";"39";"825";"2 278 842"
"EUR OBS";"";"";"2 567 363";"34 726";"483";"33";"65";"57";"116";"462";"182";"39";"921";"2 603 526"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2020, 2019, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010"
" - film_id : 35272"
