"Market";"Distributor";"Release date";"2001";"2002";"2003";"2004";"2005";"2006";"2012";"2013";"2015";"2016";"2005-2016";"Total since 2000"
"AT";"";"";"";"23 488";"308";"";"";"";"";"";"";"";"";"23 796"
"BE";"";"";"229 591";"392";"";"59";"";"";"";"";"";"";"";"230 042"
"CH";"Pathé Films (CH)";"17/01/2001";"164 683";"1 347";"";"";"";"";"35";"105";"";"";"140";"166 170"
"CZ";"Artcam";"14/06/2001";"14 300";"44";"48";"15";"";"";"";"";"";"";"";"14 407"
"DE";"Tobis Film (DE)";"29/11/2001";"64 768";"14 344";"137";"258";"";"";"";"";"";"";"";"79 507"
"DK";"Angel Films";"07/03/2003";"";"";"1 092";"";"";"";"";"";"";"";"";"1 092"
"ES";"A Contracorriente Films";"02/10/2001";"345 096";"26 613";"";"1 744";"1 667";"";"";"";"102";"136";"1 905";"375 358"
"FI";"Kamras Film Group";"29/03/2002";"";"2 096";"231";"";"186";"";"";"";"";"";"186";"2 513"
"FR";"Gaumont Distribution";"17/01/2001";"5 292 200";"805";"16";"";"";"16";"";"";"";"";"16";"5 293 037"
"GB";"";"";"";"92 491";"";"";"";"";"";"";"";"";"";"92 491"
"GR";"Prooptiki (GR)";"08/06/2001";"6 892";"605";"72";"";"";"";"";"";"";"";"";"7 569"
"HU";"";"";"37 255";"";"80";"";"";"";"";"";"";"";"";"37 335"
"IT";"";"";"511 600";"81 570";"";"";"";"";"";"";"";"";"";"593 170"
"LU";"";"";"22 900";"";"";"";"";"";"";"";"";"";"";"22 900"
"NO";"";"";"";"";"";"1 381";"";"";"";"";"";"";"";"1 381"
"PL";"";"";"";"101 370";"";"";"";"";"";"";"";"";"";"101 370"
"RO";"New Films Intl.";"17/10/2003";"";"";"3 754";"269";"";"";"";"";"";"";"";"4 023"
"RU";"";"";"30 805";"";"";"";"";"";"";"";"";"";"";"30 805"
"SK";"WN Danubius Film";"30/08/2001";"";"704";"";"";"";"";"";"";"";"";"";"704"
"EUR EU";"";"";"6 524 602";"344 522";"5 738";"2 345";"1 853";"16";"";"";"102";"136";"2 107";"6 879 314"
"EUR OBS";"";"";"6 720 090";"345 869";"5 738";"3 726";"1 853";"16";"35";"105";"102";"136";"2 247";"7 077 670"
"US_CA";"";"";"1 177 935";"";"";"";"";"";"";"";"";"";"";"1 177 935"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2016, 2015, 2013, 2012, 2006, 2005, 2004, 2003, 2002, 2001"
" - film_id : 17156"
