"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"Rubbeldiekatz (DE)
Woman in Love (EN)
Rubbeldiekatz (ES)
Jeux de rôles (FR)
Kocur czy kociak? (PL)
Влюбленная женщина (RU)
Rubbeldiekatz (XX)
Woman in Love (XX)";"DE";"2011";"Detlev Buck";"2 164 407"
"Mr. Turner (EN)
Г-н Търнър (BG)
Mr. Turner - Meister des Lichts (DE)
Ο κος Τέρνερ (EL)
Mr. Turner (ES)
Mr. Turner (ES)
Mr. Turner (FI)
Mr. Turner (FR)
Turner (IT)
Mar Turner (IW)
Gospodin Tarner (ME)
Господин Тарнер (MK)
Pan Turner (PL)
Sr. Turner (PT)
Mr. Turner (PT)
Уильям Тёрнер (RU)
G. Turner (SL)
Bay Turner (TR)
Mr. Turner (XX)
Mr. Turner (XX)
Mar Turner (XX)
Mr. Turner (XX)";"GB / DE / FR";"2014";"Mike Leigh";"2 155 206"
"Bullyparade: Der Film (DE)
Bullyparade: The Movie (EN)
Bullyparade: Der Film (XX)
Bullyparade: The Movie (XX)";"DE";"2017";"Michael Herbig";"2 147 997"
"Dogville (EN)
The Film 'Dogville' as Told in Nine Chapters and a Prologue (EN)
Догвил (BG)
Dogville (CS)
Dogville (DE)
U - Der Film 'Dogville' erzählt in neun Kapiteln und einem Prolog. (DE)
Dogville (EL)
Dogville (ES)
Dogville (ES)
Dogville (ES)
Dogville (FR)
Dogville - A menedék (HU)
Dogvilis (LT)
Dogville (NL)
Dogville (NO)
Dogville (PL)
Dogville (PT)
Dogville: Uma Cidade não Muito Longe (PT)
Dogville (PT)
Dogville (RO)
Догвилль (RU)
Dogville (SK)
Dogville (SL)
Dogvil (SR)
Dogville (TR)
Догвiль (UK)
Dogville (XX)";"DK / FR / SE / NL / DE / NO / GB";"2003";"Lars von Trier";"2 139 187"
"Bibi & Tina: Mädchen gegen Jungs (DE)
Bibi y Tina: Chicas contra chicos (ES)
Bibi & Tina: Jongens tegen de meiden (NL)
Bibi & Tina: Mädchen gegen Jungs (XX)";"DE";"2016";"Detlev Buck";"2 127 675"
"Jim Knopf und Lukas der Lokomotivführer (DE)
Jim Button and Luke the Engine Driver (EN)
Jim Knoflík, Lukáš a lokomotiva (CS)
Jim Knap og Lukas Lokomotivfører (DA)
Simm Nööp ja vedurijuht Luukas (ET)
Gombos Jim és Lukács, a masiniszta (HU)
Džimas Saga ir mašinistas Lukas (LT)
Jim Button en de stad van de draken (NL)
Kuba Guzik (PL)
Jim Knopf e Lucas, o Maquinista (PT)
Jim Knopf e Lucas, o Maquinista (PT)
Jim Button si Lukas, mecanicul de locomotiva (RO)
Джим Пуговка и машинист Лукас (RU)
Jim Gombicka, Lukás a lokomotíva Ema (SK)
Jim Knopf und Lukas der Lokomotivführer (XX)
Jim ve Nehag ha'Katar (XX)
Jim Button and Luke the Engine Driver (XX)
Jim Button (XX)";"DE";"2018";"Dennis Gansel";"2 125 123"
"Toni Erdmann (DE)
Everyone Else (EN)
The Forest for the Trees (EN)
Toni Erdmann (EN)
Тони Ердман (BG)
Toni Erdmann (CS)
Min far Toni Erdmann (DA)
Toni Erdmann (EL)
Toni Erdmann (ES)
Isäni Toni Erdmann (FI)
Min far Toni Erdmann (FI)
Min pappa Toni Erdmann (FI)
Toni Erdmann (FR)
Vi Presento Toni Erdmann (IT)
Arigatô, Toni Erdmann (JA)
Tonis Erdmanas (LT)
Min pappa Toni Erdmann (NO)
As Faces de Toni Erdmann (PT)
Toni Erdmann (PT)
Тони Эрдманн (RU)
Toni Erdmann (SL)
Min pappa Toni Erdmann (SV)
Тонi Ердманн (UK)
Toni Erdmann (XX)
Toni Erdmann (XX)
Toni Erdmann (XX)";"DE / AT / CH";"2016";"Maren Ade";"2 122 239"
"Pettson & Findus - Kattonauten (SV)
Pettson & Findus 2 (EN)
Peddersen & Findus - Fornemt besøg (DA)
Neues von Pettersson und Findus (DE)
Petterson und Findus - Kattonauten (DE)
Viiru ja pesonen (FI)
Pettson & Findus: Brief aan de Koning (NL)
Gubben og katten 2 - Findus drar til månen (NO)";"SE / DE";"2000";"Albert Hanan Kaminski";"2 104 257"
"Hitman: Agent 47 (EN)
Хитмен: Агент 47 (BG)
Hitman: Πράκτορας Νο. 47 (EL)
Hitman: Agente 47 (ES)
Palgamõrvar agent 47 (ET)
Tueur à gages: Agent 47 (FR)
Hitman: A 47-es ügynök (HU)
Hitman: sokhen 47 (IW)
Hitmanas. Agentas 47 (LT)
Hitman: Agente 47 (PT)
Хитмэн: Агент 47 (RU)
Hitman: agent 47 (SL)
Tetikçi: Ajan 47 (TR)
Hitman: Ajan 47 (TR)
Sat Thu: Mat Danh 47 (XX)
Hitman: Agent 47 (XX)
Hitman: Agent 47 (XX)
Tueur à gages: Agent 47 (XX)
Hitman: sokhen 47 (XX)
Hitman: Agente 47 (XX)
Hitman: Agent 47 (XX)";"US / DE / GB";"2015";"Aleksander Bach";"2 082 256"
"Ich bin dann mal weg (DE)
I'm Off Then (EN)
I'm Off Then: Losing and Finding Myself on the Camino de Santiago (EN)
Hogyan találtam rá a boldogságra az El Caminón (HU)
Então, Vou Nessa! (PT)
Я ухожу (RU)
Ich bin dann mal weg (XX)
Ich bin dann mal weg - Meine Reise auf dem Jakobsweg (XX)";"DE";"2015";"Julia von Heinz";"2 073 963"
"Stormbreaker (EN)
Alex Rider Stormbreaker (EN)
Alex Rider: Operation Stormbreaker (EN)
Алекс Райдър: Операция Стормбрейкър (BG)
Alex Rider - Mystiki apostoli (EL)
Άλεξ Ράιντερ: Μυστική αποστολή (EL)
Alex Rider: Operación Stormbreaker (ES)
Alex Rider: Operación Stormbreaker (ES)
Alex Rider (ES)
Tormimurdja (ET)
Alex Rider & Stormbreaker (FI)
Stormbreaker (FI)
Storm breaker : Les aventures d'Alex Rider (FR)
Alex Rider: Stormbreaker (FR)
001 - Az első bevetés (HU)
Alex Rider: Stormbreaker (IT)
Audros karys (LT)
Pērkondards (LV)
Alex Rider: Misja Stormbreaker (PL)
Alex rider: operação Stormbreaker (PT)
Alex Rider Contra o Tempo (PT)
Alex Rider - Operação Stormbreaker (PT)
Micul Spion (RO)
Громобой (RU)
Stormbreaker (SK)
Operacija strela (SL)
Simsekkiran (TR)
Stormbreaker (XX)
Alex Rider: Stormbreaker (XX)";"GB / US / DE";"2006";"Geoffrey Sax";"2 057 693"
"Mies vailla menneisyyttä (FI)
The Man Without a Past (EN)
Majat bez minalo (BG)
Мъжът без минало (BG)
Muž bez minulosti (CS)
Manden Vailla Menneisyytta (DA)
Manden uden fortid (DA)
Der Mann ohne Vergangenheit (DE)
O anthropos horis parelthon (EL)
Ο Άνθρωπος Χωρίς Παρελθόν (EL)
Un hombre sin pasado (ES)
El hombre sin pasado (ES)
Mees ilma minevikuta (ET)
Irtolainen (FI)
Irtolaiset (FI)
Mannen utan minne (FI)
Soppajono (FI)
L'homme sans passé (FR)
A múlt nélküli ember (HU)
L'uomo senza passato (IT)
Zmogus be praeities (LT)
Mannen uten minne (NO)
Czlowiek bez przeszlosci (PL)
O homem sem passado (PT)
Omul fara trecut (RO)
Чeловек без прошлого (RU)
Muz bez minulosti (SK)
Moz brez preteklosti (SL)
Čovek bez prošlosti (SR)
Mannen utan minne (SV)
Geçmisi olmayan adam (TR)";"FI / DE / FR";"2002";"Aki Kaurismäki";"2 057 274"
"The Black Dahlia (EN)
Black Dahlia (EN)
Чeрната далия (BG)
The Black Dahlia (DA)
Black Dahlia (DE)
Die schwarze Dahlie (DE)
I mavri dalia (EL)
Η μαύρη ντάλια (EL)
La dalia negra (ES)
La Dalia Negra (ES)
Must daalia (ET)
Musta Dahlia (FI)
Le dahlia noir (FR)
Crna dalija (HR)
Fekete Dália (HU)
Black Dahlia (IT)
Juodoji Orchideja (LT)
Melna dalija (LV)
Czarna dalia (PL)
A dalia negra (PT)
Dália Negra (PT)
A Dália Negra (PT)
Dulcele Sarut Al Daliei (RO)
Dulcele sarut al Daliei (RO)
Чeрная орхидея (RU)
Čierna Dahlia (SK)
Črna dalija (SL)
Crna dalija (SL)
Crna Dalija (SR)
Den Svarta Dahlian (SV)
Den svarta dahlian (SV)
Cehennem Çiçegi (TR)
The Black Dahlia (XX)
Le dahlia noir (XX)";"US / DE";"2006";"Brian De Palma";"2 056 994"
"The Human Stain (EN)
Скрити белези (BG)
Lidská skvrna (CS)
The Human Stain (DA)
Der menschliche Makel (DE)
To anthropino stigma (EL)
Το ανθρώπινο στίγμα (EL)
La mancha humana (ES)
La piel del deseo (ES)
Rüvetatud au (ET)
Ihmisen Tahra (FI)
Les couleurs du mensonge (FR)
La tache (FR)
La couleur du mensonge (FR)
Szégyenfolt (HU)
La macchia umana (IT)
Suteršta garbe (LT)
Piętno (PL)
Pietno (PL)
Culpa Humana (PT)
Revelações (PT)
Pata umanã (RO)
Запятнанная репутация (RU)
L'udská škvrna (SK)
Cloveski madez (SL)
Insan Lekesi (TR)
Insan lekesi (TR)
The Human Stain (XX)
La tache (XX)
Ha-Ketem Ha-Enoshi (XX)";"US / DE / FR";"2003";"Robert Benton";"2 037 022"
"Der Kleine Eisbär 2 - Die geheimnisvolle Insel (DE)
The Little Polar Bear 2 (EN)
The Little Polar Bear 2: The Mysterious Island (EN)
The Little Polar Bear 2: The Mysterious Island (EN)
Der kleine Eisbär 2: Die geheimnisvolle Insel (DE)
To aspro arkoudaki 2: To mystiriodes nisi (EL)
Plume et l'île mystérieuse (FR)
A kis jegesmedve 2. - A titokzatos sziget (HU)
De kleine ijsbeer 2 (NL)
De kleine ijsbeer: Het geheimzinnige eiland (NL)
O Ursinho Polar 2: A Ilha Misteriosa (PT)
Ursuletul polar 2: Insula misterioasa (RO)
Маленький полярный медвежонок 2: Таи�... (RU)
Den lille isbjörnen - Den gåtfulla ön (SV)
Der kleine Eisbär 2: Die geheimnisvolle Insel (XX)
Plume et l'île mystérieuse (XX)";"DE";"2005";"Thilo Rothkirch
Piet de Rycker";"2 014 279"
"Happy Family (EN)
Monster Family (EN)
Шантаво семейство (BG)
La famiilia Monster (DA)
Monsterfamilien (DA)
Monster Family (DA)
Happy Family (DE)
Μια χαρούμενη οικογένεια (EL)
La familia Monster (ES)
Una familia feliz (ES)
Monster Family (FI)
Monsteriperhe (FI)
Moja čudovišna obitelj (HR)
Szörnyen boldog család (HU)
Monster Family (IT)
Mishpakha be'hakhlafa (IW)
Monstru seimynele (LT)
Monsterfamilien (NO)
Monster Family (NO)
Potworna rodzinka (PL)
Uma Família Feliz (PT)
Um Susto de Família (PT)
Familia Monstrulescu (RO)
Мы - монстры (RU)
Мы - монстры! (RU)
Čudovišta iz moje porodice (SR)
Monsterfamiljen (SV)
Monster Family (SV)
Mutlu Canavar Ailesi (TR)
Ми - монстри! (UK)
Happy Family (XX)
Ma famille monstre (XX)
Mishpakha be'hakhlafa (XX)
La famiilia Monster (XX)";"DE / GB";"2017";"Holger Tappe";"2 000 913"
"K-19: The Widowmaker (EN)
K*19: The Widowmaker (EN)
К-19 (BG)
K-19: Stroj na smrt (CS)
K-19 (DA)
K-19: Showdown in der Tiefe (DE)
K-19 (DE)
K-19 - Showdown in der Tiefe (DE)
Ypovryhio K-19 - O fonias (EL)
Υποβρύχιο Κ-19 (EL)
K-19: The Widowmaker (ES)
K-19: The Widowmaker (ES)
K-19: The Widowmaker (ES)
K*19 - The Widowmaker (FI)
K-19 le piège des profondeurs (FR)
K-19 : Terreur sous la mer (FR)
K-19: Le piège des profondeurs (FR)
Tajna podmornice K-19 (HR)
Atomcsapda (HU)
K-19 (IT)
K-19 (LT)
K-19 (PL)
K-19: The Widowmaker (PT)
K-19: Submarinul ucigas (RO)
Submarinul K-19 (RO)
К-19 (RU)
K 19 (SK)
Podmornica K-19 (SR)
Tehlikeli Saatler (TR)
K-19 - Tehlikeli saatler (TR)
К-19 (UK)
K-19: The Widowmaker (XX)
K-19: Terreur sous la mer (XX)
K-19: The Widowmaker (XX)
K-19 - Showdown in der Tiefe (XX)
K*19: The Widowmaker (XX)
The Widowmaker (XX)";"US / GB / DE";"2002";"Kathryn Bigelow";"1 988 716"
"The Life of David Gale (EN)
Животът на Дейвид Гейл (BG)
Život Davida Galea (CS)
Das Leben des David Gale (DE)
I zoi tou David Gale (EL)
Η ζωή του Ντέιβιντ Γκέιλ (EL)
La vida de David Gale (ES)
David Galen elämä (FI)
David Gales liv (FI)
La vie de David Gale (FR)
Život Davida Galea (HR)
David Gale Élete (HU)
David Gale élete (HU)
Deivido Geilo paslaptis (LT)
Historien om David Gale (NO)
Życie Za Życie (PL)
Zycie za zycie (PL)
A Vida de David Gale (PT)
Inocente ou Culpado? (PT)
David Gale (RO)
Viata lui David Gale (RO)
Жизнь Дэвида Гейла (RU)
Život Davida Galea (SK)
Zivljenje Davida Gala (SL)
Ölümle Yaşam Arasında (TR)
Ölümle yasam arasinda (TR)
Життя Девiда Гейла (UK)
The Life of David Gale (XX)
Devid Geylin Heyati (XX)
La vie de David Gale (XX)";"US / DE";"2003";"Alan Parker";"1 987 317"
"Das Sams - Der Film (DE)
Das Sams (DE)
Egy rosszcsont manó csínytettei (HU)
Sproet, Das Sams (NL)
Sproet (NL)
Sams (PL)
Das Sams (XX)
The Slurb (XX)";"DE";"2001";"Ben Verbong";"1 984 569"
"Snowden (EN)
Сноудън (BG)
Snowden (CS)
Sacha (DE)
Σνόουντεν (EL)
Snowden (ES)
Snowden (FR)
Snowden (HR)
Snowden (HU)
Snowden (IT)
Ha'mera'gel Snowden (IW)
Snowdenas (LT)
Snowden: Herói ou Traidor (PT)
Snowden (PT)
Snowden (RO)
Сноуден (RU)
Snowden (SK)
Snowden (SL)
Snouden (SR)
Сноуден (UK)
Snowden (XX)
Ha'mera'gel Snowden (XX)
Mat Vu Snowden (XX)
The Snowden Files (XX)";"US / DE";"2016";"Oliver Stone";"1 956 850"

"Search the database for a film using one or several criterias - Search results"
" - title : "
" - production_year_begin : 2000"
" - production_year_end : 2021"
" - admission_year_begin : ----"
" - admission_year_end : ----"
" - director : "
" - producing_country_id : Germany  (DE)"
" - with_other_producing_countries : Yes"
