"Market";"Distributor";"Release date";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2016";"2017";"2019";"2020";"2005-2020";"Total since 2001"
"AT";"";"";"";"60 116";"367";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"60 483"
"BE";"Alternative Films (BE)";"12/01/2001";"50 488";"69 362";"506";"185";"206";"";"";"";"";"";"";"";"";"";"";"";"206";"120 747"
"CH";"JMH Distributions (CH)";"12/12/2001";"75 912";"234 503";"3 075";"";"";"";"158";"58";"";"103";"";"75";"";"39";"";"";"433";"313 923"
"CZ";"SPI";"18/07/2002";"";"28 892";"6 805";"536";"1 169";"";"13";"31";"445";"";"75";"27";"";"";"";"";"1 760";"37 993"
"DE";"Pandora Film (DE)";"04/04/2002";"";"760 051";"30 578";"";"";"";"";"";"";"";"";"";"20";"122";"158";"116";"416";"791 045"
"DK";"Miracle Film";"12/09/2003";"";"";"5 156";"2 844";"667";"186";"";"";"";"";"";"";"";"";"";"";"853";"8 853"
"ES";"Wanda Vision";"27/09/2002";"";"120 491";"6 282";"267";"749";"85";"";"";"";"25";"";"";"";"";"";"";"859";"127 899"
"FI";"Nordisk Film Theatrical Dist.";"05/09/2003";"";"";"7 170";"5 347";"103";"17";"";"";"";"";"";"";"";"";"";"";"120";"12 637"
"FR";"Bac Films";"12/12/2001";"1 353 245";"1 300 639";"6 321";"2 732";"";"248";"";"";"";"";"";"";"";"";"";"";"248";"2 663 185"
"GB";"Sony Pictures (GB)";"05/09/2003";"";"";"7 968";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7 968"
"GR";"Rosebud";"14/12/2001";"17 771";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"17 771"
"HU";"";"";"";"38 436";"12 586";"2 546";"";"";"";"";"";"";"";"";"";"";"";"";"";"53 568"
"IS";"";"";"";"";"";"9 118";"";"";"";"";"";"";"";"";"";"";"";"";"";"9 118"
"IT";"Lucky Red";"15/11/2002";"";"109 882";"81 507";"9 593";"";"";"";"";"";"3";"";"";"";"";"43";"";"46";"201 028"
"LT";"Acme (LT)";"20/12/2002";"";"3 946";"";"243";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 189"
"LU";"";"";"4 436";"6 546";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10 982"
"LV";"Acme (LV)";"";"";"15 570";"";"";"97";"";"";"";"";"";"";"";"";"";"";"";"97";"15 667"
"NL";"A-Film (NL)";"18/04/2002";"";"26 205";"6 197";"444";"";"217";"";"31";"186";"75";"";"";"";"";"";"";"509";"33 355"
"NO";"";"";"";"";"1 858";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 858"
"PL";"Kino Swiat";"04/04/2003";"";"";"293 113";"4 467";"";"";"";"";"";"";"";"";"";"";"";"";"";"297 580"
"PT";"ZON Lusomundo Audiovisuais";"31/05/2002";"";"2 380";"49";"";"";"";"";"";"";"";"191";"";"";"";"";"";"191";"2 620"
"RO";"IF-Independenta Film";"18/04/2003";"";"";"1 011";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 011"
"SE";"";"";"";"";"7 260";"4 950";"";"";"";"";"";"";"";"";"";"";"";"";"";"12 210"
"SI";"Ljubljanski Kinematografi";"17/04/2003";"";"";"";"";"";"11";"";"";"";"";"";"";"";"";"";"";"11";"11"
"SK";"SPI SK";"22/08/2002";"";"31 431";"3 770";"195";"";"893";"58";"66";"96";"";"";"";"";"";"";"";"1 113";"36 509"
"TR";"Umut Sanat";"13/09/2002";"";"63 336";"";"";"";"";"149";"";"";"";"";"";"";"";"";"";"149";"63 485"
"EUR EU";"";"";"1 425 940";"2 573 947";"476 646";"34 349";"2 991";"1 657";"71";"128";"727";"103";"266";"27";"20";"122";"201";"116";"6 429";"4 517 311"
"EUR OBS";"";"";"1 501 852";"2 871 786";"481 579";"43 467";"2 991";"1 657";"378";"186";"727";"206";"266";"102";"20";"161";"201";"116";"7 011";"4 905 695"
"US_CA";"";"";"";"";"1 605 855";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 605 855"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2020, 2019, 2017, 2016, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004, 2003, 2002, 2001"
" - film_id : 17155"
