"Market";"Distributor";"Release date";"2002";"2003";"2004";"2007";"2010";"2011";"2012";"2016";"2017";"2019";"2010-2019";"Total since 2002"
"BE";"Park Circus (BE)";"18/07/2016";"318 815";"";"";"";"";"";"";"292";"";"";"292";"319 107"
"BG";"Sunny";"25/10/2002";"27 986";"31 251";"31 297";"";"";"";"";"";"";"";"";"90 534"
"CH";"Universal Pictures (CH)";"25/09/2002";"151 854";"1 368";"";"146";"";"72";"44";"";"";"12";"128";"153 496"
"CY";"";"";"6 726";"";"";"";"";"";"";"";"";"";"";"6 726"
"CZ";"Bontonfilm";"17/10/2002";"36 044";"2 679";"";"";"";"";"61";"";"";"";"61";"38 784"
"DE";"UIP (DE)";"26/09/2002";"1 569 269";"27 902";"";"";"";"";"";"";"";"";"";"1 597 171"
"DK";"UIP (DK)";"13/09/2002";"97 629";"108";"2 626";"1 371";"";"";"";"";"";"";"";"101 734"
"EE";"MPDE";"04/10/2002";"16 721";"";"";"";"";"";"";"";"";"";"";"16 721"
"ES";"";"";"1 266 486";"59 417";"";"";"";"";"";"";"";"";"";"1 325 903"
"FI";"";"";"22 384";"2 140";"";"";"";"";"";"";"";"";"";"24 524"
"FR";"";"";"741 709";"4 622";"7 322";"";"";"";"";"";"";"";"";"753 653"
"GB";"UIP (GB)";"06/09/2002";"1 719 221";"";"";"";"";"";"";"";"54";"";"54";"1 719 275"
"HU";"";"";"99 581";"";"";"";"";"";"";"";"";"";"";"99 581"
"IS";"";"";"14 836";"";"";"";"";"";"";"";"";"";"";"14 836"
"IT";"";"";"721 799";"5 645";"";"";"";"";"";"";"";"";"";"727 444"
"LT";"";"";"";"15 977";"";"";"";"";"";"";"";"";"";"15 977"
"LU";"";"";"15 300";"100";"";"";"";"";"";"";"";"";"";"15 400"
"LV";"";"";"10 590";"";"";"";"";"";"";"";"";"";"";"10 590"
"NL";"";"";"298 991";"4 915";"";"";"";"";"";"";"";"";"";"303 906"
"NO";"UIP (NO)";"13/09/2002";"158 505";"2 507";"";"10";"";"";"";"";"";"";"";"161 022"
"PL";"";"";"181 385";"1 163";"";"";"";"";"";"";"";"";"";"182 548"
"RO";"";"";"35 540";"10 968";"36";"";"";"";"";"";"";"";"";"46 544"
"SE";"";"";"146 526";"8 081";"";"";"";"";"";"";"";"";"";"154 607"
"SI";"Karantanija Cinemas";"10/10/2002";"";"";"";"";"3";"";"";"";"";"";"3";"3"
"SK";"Tatra Film";"24/10/2002";"16 210";"";"";"";"";"";"";"";"";"";"";"16 210"
"TR";"";"";"139 896";"6 923";"";"";"";"";"";"";"";"";"";"146 819"
"EUR EU";"";"";"7 348 912";"174 968";"41 281";"1 371";"3";"";"61";"292";"54";"";"410";"7 566 942"
"EUR OBS";"";"";"7 814 003";"185 766";"41 281";"1 527";"3";"72";"105";"292";"54";"12";"538";"8 043 115"
"US_CA";"";"";"20 947 637";"";"";"";"";"";"";"";"";"";"";"20 947 637"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2019, 2017, 2016, 2012, 2011, 2010, 2007, 2004, 2003, 2002"
" - film_id : 18689"
