"Market";"Distributor";"Release date";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2014";"2015";"2016";"2018";"2019";"2007-2019";"Total since 2003"
"AT";"Polyfilm";"31/10/2003";"28 805";"9 507";"85";"92";"";"";"";"";"";"";"";"";"";"";"";"";"38 489"
"BE";"Alternative Films (BE)";"21/05/2003";"53 264";"3 229";"60";"103";"";"";"";"";"";"";"";"";"";"";"";"";"56 656"
"CH";"Pathé Films (CH)";"21/05/2003";"58 265";"3 458";"";"";"";"";"";"";"52";"58";"";"24";"11";"11";"";"156";"61 879"
"CZ";"SPI";"01/04/2004";"307";"17 258";"1 149";"";"113";"13";"";"";"";"";"9";"";"";"";"";"135";"18 849"
"DE";"Concorde Filmverleih";"23/10/2003";"192 897";"50 029";"";"";"";"";"";"";"";"";"77";"55";"";"9";"109";"250";"243 176"
"DK";"Nordisk, Constantin, Fox";"";"109 116";"596";"23";"";"";"";"24";"";"";"";"";"";"";"";"";"24";"109 759"
"EE";"BDG Film";"20/02/2004";"";"4 298";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 298"
"ES";"Golem Distribucion";"06/11/2003";"176 585";"87 662";"477";"185";"";"";"";"";"";"";"";"92";"";"";"";"92";"265 001"
"FI";"";"";"18 192";"2 227";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"20 419"
"FR";"Les Films du Losange";"21/05/2003";"367 197";"2 211";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"369 408"
"GB";"";"";"";"67 207";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"67 207"
"GR";"AMA Films";"17/11/2003";"84 333";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"84 333"
"HU";"Best Hollywood";"04/12/2003";"8 831";"13 642";"608";"227";"";"";"";"";"";"";"";"";"";"";"";"";"23 308"
"IT";"Medusa Film";"07/11/2003";"408 902";"107 833";"148";"";"";"";"";"";"";"";"";"8";"36";"";"";"44";"516 927"
"LT";"Kino Premjera";"21/11/2003";"7 527";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7 527"
"LU";"";"";"1 801";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 801"
"LV";"";"";"9 720";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9 720"
"NL";"A-Film (NL)";"28/08/2003";"65 717";"4 960";"";"";"124";"24";"10";"16";"";"7";"";"";"";"";"";"181";"70 858"
"NO";"Nordisk Filmdistribusjon";"";"22 946";"";"";"";"";"3";"";"";"";"";"";"";"";"";"";"3";"22 949"
"PL";"Gutek Film";"03/10/2003";"96 557";"7 917";"679";"";"";"";"";"";"";"";"";"";"";"";"";"";"105 153"
"PT";"Atalanta Filmes";"10/10/2003";"52 240";"7 342";"";"";"";"88";"";"";"9";"";"";"";"";"";"";"97";"59 679"
"RO";"IF-Independenta Film";"23/01/2004";"";"9 469";"311";"";"";"";"";"14";"";"";"";"";"";"";"";"14";"9 794"
"RU";"Cinema Prestige";"22/11/2018";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 298";"535";"3 833";"3 833"
"SE";"";"";"43 773";"6 431";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50 204"
"SI";"Karantanija Cinemas";"07/11/2003";"";"";"";"";"48";"";"";"31";"";"";"";"";"";"";"";"79";"79"
"SK";"SPI SK";"09/09/2004";"";"5 927";"570";"";"45";"";"";"";"";"";"";"";"";"";"";"45";"6 542"
"TR";"Umut Sanat";"05/12/2003";"27 595";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"27 595"
"EUR EU";"";"";"1 725 764";"407 745";"4 110";"607";"330";"125";"34";"61";"9";"7";"86";"155";"36";"9";"109";"961";"2 139 187"
"EUR OBS";"";"";"1 834 570";"411 203";"4 110";"607";"330";"128";"34";"61";"61";"65";"86";"179";"47";"3 318";"644";"4 953";"2 255 443"
"US_CA";"";"";"";"247 181";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"247 181"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2019, 2018, 2016, 2015, 2014, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004, 2003"
" - film_id : 20033"
