"Market";"Distributor";"Release date";"2006";"2007";"2008";"2014";"Total since 2006"
"AT";"Filmladen";"03/11/2006";"8 421";"42";"38";"";"8 501"
"DE";"StudioCanal (DE)";"05/10/2006";"3 991 913";"17 165";"";"13";"4 009 091"
"EUR EU";"";"";"4 000 334";"17 207";"38";"13";"4 017 592"
"EUR OBS";"";"";"4 000 334";"17 207";"38";"13";"4 017 592"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2014, 2008, 2007, 2006"
" - film_id : 26052"
