"Market";"Distributor";"Release date";"2014";"2015";"Total since 2014"
"AT";"Warner Bros. (AT)";"07/02/2014";"255 583";"";"255 583"
"CH";"Warner Bros. (CH)";"06/02/2014";"74 696";"";"74 696"
"DE";"Warner Bros. (DE)";"06/02/2014";"2 367 567";"95";"2 367 662"
"EUR EU";"";"";"2 623 150";"95";"2 623 245"
"EUR OBS";"";"";"2 697 846";"95";"2 697 941"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2015, 2014"
" - film_id : 48884"
