"Market";"Distributor";"Release date";"2009";"2010";"2017";"Total since 2009"
"BE";"UPI (BE)";"18/03/2009";"101 000";"";"420";"101 420"
"CH";"JMH Distributions (CH)";"18/03/2009";"39 183";"10";"";"39 193"
"FR";"StudioCanal (FR)";"18/03/2009";"3 008 677";"";"";"3 008 677"
"EUR EU";"";"";"3 109 677";"";"420";"3 110 097"
"EUR OBS";"";"";"3 148 860";"10";"420";"3 149 290"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2017, 2010, 2009"
" - film_id : 31642"
