"Market";"Distributor";"Release date";"2005";"2006";"2007";"2008";"2009";"2010";"2014";"2016";"2017";"2018";"2009-2018";"Total since 2005"
"AT";"Tobis Film (AT)";"04/11/2005";"10 572";"2 259";"44";"";"";"";"";"";"";"";"";"12 875"
"BE";"Cineart (BE)";"22/06/2005";"115 232";"1 367";"260";"";"";"";"";"";"";"";"";"116 859"
"BG";"Aleksandra";"";"";"";"3";"";"";"";"";"";"";"";"";"3"
"CH";"Frenetic Films (CH)";"15/06/2005";"73 466";"";"2 689";"";"";"";"";"";"";"";"";"76 155"
"CZ";"SPI";"16/02/2006";"1 385";"3 237";"54";"";"";"";"";"";"";"";"";"4 676"
"DE";"Tobis Film (DE)";"03/11/2005";"86 957";"20 492";"577";"100";"";"";"";"26";"";"";"26";"108 152"
"DK";"Miracle Film";"06/07/2007";"";"";"125";"";"";"";"";"";"";"";"";"125"
"ES";"Wanda Vision";"28/07/2005";"122 627";"417";"";"";"";"";"";"246";"61";"242";"549";"123 593"
"FR";"StudioCanal (FR)";"15/06/2005";"2 810 000";"1 490";"";"";"";"";"";"";"";"";"";"2 811 490"
"GB";"Cinefile (GB)";"05/05/2006";"";"2 150";"";"";"";"";"188";"";"25";"";"213";"2 363"
"HU";"Best Hollywood";"01/09/2005";"22 695";"1 961";"116";"57";"";"";"";"";"";"";"";"24 829"
"IS";"";"13/01/2006";"";"601";"";"";"";"";"";"";"";"";"";"601"
"IT";"Bim Distribuzione";"28/10/2005";"28 979";"5 986";"";"";"";"";"";"";"";"";"";"34 965"
"LT";"Acme (LT)";"14/10/2005";"1 311";"";"";"";"";"";"";"";"";"";"";"1 311"
"LU";"Cineart (LU)";"17/06/2005";"9 577";"";"";"";"";"";"";"";"";"";"";"9 577"
"LV";"Acme (LV)";"07/10/2005";"2 085";"31";"";"";"";"";"";"";"";"";"";"2 116"
"NL";"A-Film (NL)";"13/10/2005";"7 859";"1 293";"371";"56";"119";"";"";"";"";"";"119";"9 698"
"PL";"SPI Poland";"12/08/2005";"34 081";"";"";"";"";"";"";"";"";"";"";"34 081"
"PT";"Atalanta Filmes";"20/10/2005";"28 536";"609";"";"8";"";"19";"";"";"";"";"19";"29 172"
"RO";"New Films Intl.";"08/09/2006";"";"2 523";"";"";"";"";"";"";"";"";"";"2 523"
"SI";"Blitz Film & Video Distribution (SI)";"17/08/2006";"433";"1 180";"";"";"";"";"";"";"";"";"";"1 613"
"SK";"SPI SK";"20/10/2005";"3 680";"397";"69";"";"";"";"";"";"";"";"";"4 146"
"EUR EU";"";"";"3 286 009";"45 392";"1 619";"221";"119";"19";"188";"272";"86";"242";"926";"3 334 167"
"EUR OBS";"";"";"3 359 475";"45 993";"4 308";"221";"119";"19";"188";"272";"86";"242";"926";"3 410 923"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2018, 2017, 2016, 2014, 2010, 2009, 2008, 2007, 2006, 2005"
" - film_id : 23725"
