"Market";"Distributor";"Release date";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2016";"2017";"2018";"2008-2018";"Total since 2004"
"AT";"Filmladen";"26/11/2004";"41 534";"29 179";"609";"92";"";"";"";"";"";"";"";"";"";"";"";"71 414"
"BE";"ABC Distribution";"02/02/2005";"";"22 167";"3 507";"523";"";"";"";"";"";"";"";"";"";"";"";"26 197"
"BG";"Vadi Van Kris";"04/11/2005";"";"4 308";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 308"
"CH";"Filmcoopi Zürich";"02/12/2004";"33 547";"34 046";"";"18";"40";"170";"";"44";"";"90";"";"";"";"";"344";"67 955"
"CZ";"SPI";"11/08/2005";"";"6 389";"1 459";"389";"442";"310";"53";"";"342";"";"";"";"";"";"1 147";"9 384"
"DE";"DCM Film Distribution (DE)";"25/11/2004";"415 262";"458 673";"13 693";"";"";"";"";"";"";"";"85";"127";"30";"264";"506";"888 134"
"DK";"Angel Films";"05/08/2005";"";"4 897";"334";"37";"";"39";"";"";"";"";"";"";"";"";"39";"5 307"
"EE";"Tallinnfilm (EE)";"02/09/2005";"";"881";"";"";"";"";"";"";"";"";"";"";"";"";"";"881"
"ES";"Golem Distribucion";"07/04/2005";"";"30 154";"156";"66";"119";"66";"62";"";"";"";"";"";"";"";"247";"30 623"
"FI";"Kamras Film Group";"21/10/2005";"";"165";"46";"";"";"";"";"";"";"";"";"";"";"";"";"211"
"FR";"Bac Films";"02/02/2005";"292";"66 322";"6 022";"";"";"";"";"";"";"";"";"";"";"";"";"72 636"
"GB";"UGC Films (GB)";"15/04/2005";"";"61 517";"";"";"";"";"";"";"";"";"32";"39";"";"";"71";"61 588"
"GR";"Playtime Releasing EPE";"13/05/2005";"";"15 558";"";"";"";"";"";"";"";"";"";"";"";"";"";"15 558"
"HU";"Budapestfilm";"16/06/2005";"";"7 248";"";"326";"130";"";"";"";"";"";"";"";"";"";"130";"7 704"
"IE";"UGC Films (IE)";"15/04/2005";"";"5 118";"";"";"";"";"";"";"";"";"";"";"";"";"";"5 118"
"IT";"Sharada Distribuzione";"28/04/2006";"";"";"1 811";"2";"";"";"";"";"";"";"";"";"";"";"";"1 813"
"NL";"Cinemien";"03/02/2005";"";"22 930";"1 515";"40";"4";"";"40";"";"";"";"";"29";"";"";"73";"24 558"
"NO";"";"";"";"1 396";"";"";"";"";"";"";"";"";"";"";"";"";"";"1 396"
"PL";"Kino Swiat";"20/05/2005";"";"21 430";"";"";"";"";"";"";"";"";"";"";"";"";"";"21 430"
"PT";"Atalanta Filmes";"25/08/2005";"";"11 517";"877";"";"";"";"34";"";"";"";"";"";"";"";"34";"12 428"
"SE";"Triangelfilm/Scanbox";"18/02/2005";"";"6 926";"";"50";"";"";"";"";"";"";"";"";"";"";"";"6 976"
"SK";"SPI SK";"15/12/2005";"";"507";"2 184";"40";"40";"30";"";"";"";"";"";"";"";"";"70";"2 801"
"TR";"Chantier Films";"27/05/2005";"";"69 061";"";"";"";"";"";"";"";"";"";"";"";"";"";"69 061"
"EUR EU";"";"";"457 088";"775 886";"32 213";"1 565";"735";"445";"189";"";"342";"";"117";"195";"30";"264";"2 317";"1 269 069"
"EUR OBS";"";"";"490 635";"880 389";"32 213";"1 583";"775";"615";"189";"44";"342";"90";"117";"195";"30";"264";"2 661";"1 407 481"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2018, 2017, 2016, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004"
" - film_id : 21962"
