"Market";"Distributor";"Release date";"2007";"2019";"Total since 2007"
"AT";"Constantin Film (AT)";"23/03/2007";"37 345";"";"37 345"
"DE";"Constantin Film (DE)";"15/03/2007";"882 986";"17";"883 003"
"EUR EU";"";"";"920 331";"17";"920 348"
"EUR OBS";"";"";"920 331";"17";"920 348"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2019, 2007"
" - film_id : 28442"
