"Film";"Producing country";"Production year";"Directors";"Admissions EUR EU (since 1996)"
"La vérité si je mens ! 2 (FR)
Would I Lie to You? 2 (EN)
Would I Lie to You Again? (EN)
La verdad de los hombres (ES)
La vérité si je mens! 2 (FR)
La vérité si je mens - La grande distrib! (FR)
La vérité si je mens, la suite (FR)
Még mindig kamuzunk (HU)
Jak mamę kocham nie kłamię! (PL)
Jak mame kocham, nie klamie 2 (PL)
Это правда, если я вру 2 (RU)
Evlere senlik (TR)
La vérité si je mens! 2 (XX)
Would I Lie to You? 2 (XX)";"FR";"2001";"Thomas Gilou";"7 576 659"
"Taxi 3 (FR)
Такси 3 (BG)
Taxi 2003 (CS)
Taxi 3 (CS)
Taxi 3 (EL)
Ταξί 3 (EL)
Taxi 3 (ES)
Takso 3 (ET)
Taxi 3 (FI)
Taksi 3 (HR)
Taxxi 3 (IT)
Taxi 3 (JA)
Taksi 3 (LT)
Taxi - Inferno no asfalto (PT)
Táxi 3 (PT)
Táxi 3 - Inferno no Asfalto (PT)
Такси 3 (RU)
Taxi 2003 (SK)
Taksi 3 (SR)
Taksi 3 (TR)
Таксi 3 (UK)
Taxi 3 (XX)
Taxi 3 (XX)";"FR";"2003";"Gérard Krawczyk";"7 376 262"
"Le petit Nicolas (FR)
Petit Nicolas (EN)
Little Nicholas (EN)
Le Petit Nicolas (EN)
Малкият Никола (BG)
Mikulášovy patálie (CS)
Der kleine Nick (DE)
O mikros Nikolas (EL)
Ο μικρός Νικόλας (EL)
El pequeño Nicolas (ES)
El pequeño Nicolás (ES)
Väike Nicolas (ET)
Nicolas az iskolában (HU)
Il Piccolo Nicolas E I Suoi Genitori (IT)
Il piccolo Nicolas e i suoi genitori (IT)
Mažylis Nikolia (LT)
Mikołajek (PL)
Mikolajek (PL)
O menino Nicolau (PT)
O Pequeno Nicolau (PT)
O Menino Nicolau (PT)
Маленький Николя (RU)
Mikulášove šibalstvá (SK)
Mali Nikec (SL)
Pitircik (TR)
Маленький Нiколя (UK)
Le petit Nicolas (XX)
Le petit Nicolas (XX)
Little Nicholas (XX)";"FR / BE";"2009";"Laurent Tirard";"7 296 496"
"Le placard (FR)
The Closet (EN)
Хамелионът (BG)
KOndoMEDIE (CS)
Le placard - Ud af skabet (DA)
Ud af skabet (DA)
Ein Mann sieht Rosa (DE)
Ein Mann sieht rosa (DE)
Ein Mann sieht rosa (DE)
Kryfo talento (EL)
Salir del armario (ES)
El placard (ES)
Kaappi (FI)
Skåpet (FI)
Ulos kaapista (FI)
Addig jar a korso a kultra (HU)
Addig jár a korsó a kútra... (HU)
L'apparenza inganna (IT)
Merci! Jinsei (JA)
Skapet (NO)
Plotka (PL)
O Closet (PT)
Sai do Armário (PT)
Dulapul (RO)
Хамелеон (RU)
Plakar (SR)
Kom ut ur garderoben! (SV)
Le placard (XX)
Le placard (XX)
The Closet (XX)";"FR";"2000";"Francis Veber";"6 879 314"
"8 Femmes (FR)
8 Women (EN)
8 jeni (BG)
8 жeни (BG)
8 žen (CS)
8 kvinder - og et mord (DA)
8 kvinder (DA)
8 Frauen (DE)
8 gynaikes (EL)
8 γυναίκες (EL)
Ocho mujeres (ES)
8 mujeres (ES)
8 naist (ET)
8 naista (FI)
Huit femmes (FR)
8 femmes (FR)
8 nö (HU)
8 nő (HU)
8 Donne E Un Mistero (IT)
8 donne e un mistero (IT)
Hachinin no onna-tachi (JA)
8 moterys (LT)
Aštuonios moterys (LT)
8 sievietes (LV)
8 Kvinner (NO)
8 kvinner (NO)
8 kobiet (PL)
8 mulheres (PT)
8 Mulheres (PT)
8 Mulheres (PT)
8 femei (RO)
8 жeнщин (RU)
8 žien (SK)
8 žensk (SL)
Osam žena (SR)
8 kvinnor (SV)
8 kadin (TR)
8 жiнок (UK)
8 femmes (XX)
8 femmes (XX)
8 mujeres (XX)
8 Women (XX)";"FR";"2002";"François Ozon";"6 826 561"
"La ch'tite famille (FR)
Die Sch'tis in Paris - Eine Familie auf Abwegen (DE)
Η ΟικοUγένεια (EL)
Mi familia del norte (ES)
La ch'tite famille (FR)
Vissza a gyökerekhez (HU)
Mishpakha be'hafta'ah (IW)
Shti'ene i Paris (NO)
Velkommen til Paris - (ingenting er som familien...) (NO)
Rodziny sie nie wybiera (PL)
A Minha Família do Norte (PT)
Familia mea nebuna (RO)
От семьи не убежишь (RU)";"FR / BE";"2018";"Dany Boon";"6 496 418"
"Un long dimanche de fiançailles (FR)
A Very Long Engagement (EN)
Най-дългият годеж (BG)
Příliš dlouhé zásnuby (CS)
En Lang Forlovelse (DA)
En lang forlovelse (DA)
Mathilde - Eine grosse Liebe (DE)
Mathilde - Eine große Liebe (DE)
Mathilde - Eine große Liebe (DE)
Oi ateleiotoi arravones (EL)
Οι ατελείωτοι αρραβώνες (EL)
Largo domingo de noviazgo (ES)
Amor eterno (ES)
Amor eterno (ES)
Amor eterno (ES)
Amor eterno (ES)
Väga pikk kihlus (ET)
Pitkät kihlajaiset (FI)
Zaruke su dugo trajale (HR)
Hosszú Jegyesség (HU)
Hosszú jegyesség (HU)
Una Lunga Domenica Di Passioni (IT)
Una lunga domenica di passioni (IT)
Long Engagement (JA)
Engagement (KO)
Ilgos suzadetuves (LT)
En langvarig forlovelse (NO)
Bardzo dlugie zareczyny (PL)
Um longo domingo de noivado (PT)
Eterno Amor (PT)
Um Longo Domingo de Noivado (PT)
O Logodna Foarte Lunga (RO)
O logodna foarte lunga (RO)
Долгая помолвка (RU)
Príliš dlhé zásnuby (SK)
Zelo dolga zaroka (SL)
Veridba je dugo trajala (SR)
En långvarig förlovning (SV)
Kayıp Nişanlı (TR)
Kayip nisanli (TR)
Довгi заручини (UK)
Un long dimanche de fiançailles (XX)
Un long dimanche de fiançailles (XX)
Amor eterno (XX)
A Very Long Engagement (XX)";"FR INC / US";"2004";"Jean-Pierre Jeunet";"6 486 558"
"Les petits mouchoirs (FR)
Little White Lies (EN)
Little White Lies (DA)
Små hvide løgne (DA)
Kleine wahre Lügen (DE)
Mikra athoa psemmata (EL)
Mikra athoa psemata (EL)
Μικρά αθώα ψέματα (EL)
Pequeñas mentiras sin importancia (ES)
Pieniä valkoisia valheita (FI)
Male nevine laži (HR)
Apró kis hazugságok (HU)
Piccole bugie tra amici (IT)
Små hvite løgner (NO)
Niewinne klamstewka (PL)
Pequenas Mentiras Entre Amigos (PT)
Até a Eternidade (PT)
Маленькие секреты (RU)
Små vita lögner (SV)
Küçük Beyaz Yalanlar (TR)
Les petits mouchoirs (XX)
Les Petits Mouchoirs (XX)
Shkarim levanim ktanim (XX)
Little White Lies (XX)";"FR";"2010";"Guillaume Canet";"6 355 999"
"Les rivières pourpres (FR)
The Crimson Rivers (EN)
Пурпурните реки (BG)
Purpurové reky (CS)
De blodrode floder (DA)
De blodrøde floder (DA)
Die Purpurnen Flüsse (DE)
Die purpurnen Flüsse (DE)
Die purpurnen Flüsse (DE)
Porfyra potamia (EL)
Πορφυρά ποτάμια (EL)
Los rios de color purpura (ES)
Los ríos de color púrpura (ES)
Los ríos color púrpura (ES)
Los ríos de color púrpura (ES)
Ríos de color púrpura (ES)
De blodröda floderna (FI)
Purppuravirrat (FI)
Grimizne rijeke (HR)
Bibor folyo (HU)
Bíbor folyók (HU)
I fiumi di porpora (IT)
Crimson River (JA)
Purpurinės upės (LT)
De røde elvene (NO)
Purpurowe rzeki (PL)
Rios Vermelhos (PT)
Os Crimes dos Rios de Púrpura (PT)
Багровые реки (RU)
Purpurne reke (SR)
De blodröda floderna (SV)
Kizil Nehirler (TR)
Багрянi рiки (UK)
Les rivières pourpres (XX)
Los ríos color púrpura (XX)
Los ríos de color púrpura (XX)
Los ríos púrpura (XX)";"FR";"2000";"Mathieu Kassovitz";"6 257 202"
"Supercondriaque (FR)
Superchondriac (EN)
Хипохондрикът (BG)
Super-Hypochonder (DE)
Superhondrios (EL)
Σουπερχόνδριος (EL)
Supercondríaco (ES)
Supercondríaco (ES)
Szuper-Hipochonder (HU)
Szuper-hipochonder (HU)
Supercondriaco (IT)
Supercondriaco - Ridere fa bene alla salute (IT)
Hipochonder mavrik (IW)
Przychodzi facet do lekarza (PL)
Supercondríaco (PT)
Любовь от всех болезней (RU)
Supercondriaque (XX)
Supercondriaque (XX)
Hipochonder mavrik (XX)";"FR / BE";"2014";"Dany Boon";"6 187 646"
"Astérix et Obélix : Au Service de Sa Majesté (FR)
Astérix et Obélix: On Her Majesty's Secret Service (EN)
Asterix and Obelix: God Save Britannia (EN)
Asterix a Obelix ve službách jejího veličenstva (CS)
Asterix & Obelix - Im Auftrag Ihrer Majestät (DE)
Asterix ja Olelix: tema majesteedi teenistuses (ET)
Asterix I Obelix U Britaniji 3D (HR)
Asterix Es Obelix: Isten Ovja Britanniát (HU)
Asterix E Obelix Al Servizio Di Sua Maesta' (IT)
Asteriks Un Obelikss Viņas Majestātes Dienestā (LV)
Asterix & Obelix bij de Britten (NL)
Asterix og Obelix hos britene 3D (NO)
Asterix i Obelix: W służbie Jej Królewskiej Mości (PL)
Astérix & Obélix: Ao Serviço de Sua Majestade (PT)
Asterix Si Obelix: In Slujba Majestatii Sale (RO)
Астерикс и Обеликс в Британии (RU)
Asterix A Obelix: V Službách Jej Veličenstva 2d (SK)
Asterix in Obelix: v Britaniji (SL)
Asterix & Obelix och britterna (SV)";"FR / ES / IT / LT / BE";"2012";"Laurent Tirard";"6 128 503"
"Les Tuche 3 (FR)
The Magic Tuche (EN)
Les Tuche 3: Liberté, Égalité, Fraternituche (FR)
Rodzina Tuche: Wolność, równość, rodzina (PL)";"FR";"2018";"Olivier Baroux";"6 014 891"
"The Little Prince (EN)
Малкият принц (BG)
Den lille prins (DA)
Der kleine Prinz (DE)
Ο μικρός πρίγκηπας (EL)
El principito (ES)
Den lille prinsen (FI)
Lille prinsen (FI)
Pikku prinssi (FI)
Le Petit Prince (FR)
Mali princ (HR)
A kis herceg (HU)
Il piccolo principe (IT)
Ha'nasikh ha'katan (IW)
Mazasis princas (LT)
Mažasis princas (LT)
Mazais Princis (LV)
De kleine prins (NL)
Den lille prinsen (NO)
Maly Ksiaze (PL)
O Pequeno Príncipe (PT)
O Principezinho (PT)
Micul print (RO)
Маленький принц (RU)
Mali princ (SL)
Den lille prinsen (SV)
Küçük Prens (TR)
Маленький принц (UK)";"FR / US";"2015";"Mark Osborne";"5 934 543"
"Sur la piste du Marsupilami (FR)
HOUBA! On the Trail of the Marsupilami (EN)
Her kommer Spirillen (DA)
Auf den Spuren des Marsupilami (DE)
Houba: Sta ihni tou Marsupilami (EL)
En busca de Marsupilami (ES)
Houba! Le Marsupilami et l'orchidée de Chicxulub (FR)
Marsupilami Nyomában (HU)
Marsupilami nyomában (HU)
Marsupilami Adventures (IT)
Marsupilami (IT)
Her kommer Marsupilami (NO)
Na tropie Marsupilami (PL)
Na Pista do Marsupilami (PT)
Джунгли зовут! В поисках Марсупилами (RU)
Po stopách Marsupilamiho (SK)
Po sledeh za Marsupilamijem (SL)
Uzun Kuyruk (TR)
Джунглi: У пошуках Марсупiламi (UK)
Sur la piste du Marsupilami (XX)
Sur la piste du Marsupilami (XX)
HOUBA! On the Trail of the Marsupilami (XX)";"FR / BE";"2012";"Alain Chabat";"5 723 425"
"Ballerina (EN)
Ballerina (EN)
Leap! (EN)
Балерина (BG)
Ballerina (DA)
Ballerina - Gib deinen Traum niemals auf (DE)
Η μπαλαρίνα και ο μικρός εφευρέτης (EL)
Bailarina (ES)
Ballerina (ES)
Ballerina (FR)
Balerina i Viktor (HR)
Balerina (HU)
Stóra stökkið (IS)
Ballerina (IT)
Felicie and the Toe Shoe Dream (JA)
Balerina (LT)
Ballerina (NO)
Balerina (PL)
A Bailarina (PT)
Bailarina (PT)
Balerina (RO)
Ballerina (RO)
Балерина (RU)
Balerina in Viktor (SL)
Balerina (SQ)
Ballerinan och uppfinnaren (SV)
Balerin ve Afacan Mucit (TR)
Балерина (UK)
Bailarina (XX)
Ballerina (XX)
Ballerina (XX)
Lirkod (XX)";"FR / CA";"2016";"Eric Summer
Éric Warin";"5 680 477"
"Demain tout commence (FR)
I dva jsou rodina (CS)
Plötzlich Papa (DE)
Όλα αρχίζουν αύριο (EL)
Mañana empieza todo (ES)
Dos son familia (ES)
Dos son familia (ES)
Dos son familia (ES)
Dos son familia (ES)
1 + 1 on pere (ET)
Odjednom tata (HR)
Derült égböl apu (HU)
Derült égből apu (HU)
Famiglia all'improvviso - Istruzioni non incluse (IT)
Two is a family (NO)
Jutro bedziemy szczesliwi (PL)
Dois é Uma Família (PT)
Uma Família de Dois (PT)
2+1 (RU)
Aj dvaja sú rodina (SK)
Nepričakovano očka (SL)
I morgon börjar allt (SV)
Iki Kisilik Aile (TR)
2+1 (UK)
Demain tout commence (XX)
Demain tout commence (XX)
Makhar ha'kol matkhil (XX)
Dos son familia (XX)
Two Is a Family (XX)";"FR / GB";"2016";"Hugo Gélin";"5 655 960"
"Camping (FR)
El campamento (ES)
Kemping (HU)
Campistas (PT)
Camping cu bucluc (RO)
Кемпинг (RU)
Camping (XX)
Camping (XX)";"FR";"2006";"Fabien Onteniente";"5 636 348"
"Arthur et la vengeance de Maltazard (EN)
Arthur and the Great Adventure (EN)
Arthur and the Great Adventure (EN)
Arthur a Maltazardova pomsta (CS)
Arthur Og Maltazars Hævn (DA)
Arthur og Maltazars hævn (DA)
Arthur & die Minimoys 2 (DE)
Arthur und die Minimoys - Die Rückkehr des Bösen M (DE)
O Arthur kai i ekdikisi tou Maltazard (EL)
Ο Αρθουρ και η Εκδίκηση του Μαλταζάρ (EL)
Arthur y la venganza de Maltazard (ES)
Arthur y el regreso de los Minimoys (ES)
Arthur 2 y el regreso de los Minimoys (ES)
Arthur ja Maltazard (FI)
Arthur 2 (FI)
Arthur 2 (FR)
Arthur et la vengeance de Maltazard (FR)
Arthur i osveta Maltazarda (HR)
Arthur: Maltazár bosszúja (HU)
Arthur e la vendetta di Maltazard (IT)
Artūras ir Maltazaro kerštas (LT)
Arturas ir Maltazaro kerstas (LT)
Arthur En De Wraak Van Malthazard (NL)
Arthur en de wraak van Malthazard (NL)
Arthur og Maltazards hevn (NO)
Artur i zemsta Maltazara (PL)
Artur e a Vingança de Maltazard (PT)
Arthur e a Vingança de Maltazard (PT)
Arthur Si Razbunarea Lui Maltazard (RO)
Arthur si razbunarea lui Maltazard (RO)
Артур и месть Урдалака (RU)
Artur a Maltazardova pomsta (SK)
Artur i Maltazarova osveta (SR)
Arthur och Maltazard (SV)
Arthur maltazar'in intikami (TR)
Артур та помста Вурдалака (UK)
Arthur et la vengeance de Maltazard (XX)
Arthur and the Revenge of Maltazard (XX)";"FR";"2009";"Luc Besson";"5 565 382"
"La marche de l'empereur (FR)
March of the Penguins (EN)
The Emperor's Journey (EN)
Походът на императорите (BG)
Putování tučňáků (CS)
Pingvinmarchen (DA)
Die Reise der Pinguine (DE)
To taxidi tou aftokratora (EL)
Το ταξίδι του αυτοκράτορα (EL)
El viaje del emperador (ES)
La marcha de los pingüinos (ES)
La marcha de los pingüinos (ES)
Pingviinide marss (ET)
Pingviinien matka (FI)
Pingvinresan (FI)
Carsko putovanje (HR)
Pingvinek Vandorlasa (HU)
Pingvinek vándorlása (HU)
La Marcia Dei Pinguini (IT)
La marcia dei pinguini (IT)
Celojosas ciltis 2: pingvinu gajiens (LV)
Pingvinenes marsj (NO)
Marsz Pingwinów (PL)
Marsz pingwinów (PL)
A marcha dos pinguins (PT)
A Marcha dos Pinguins (PT)
A Marcha dos Pinguins (PT)
Calea Imparatului (RO)
Calea împaratului (RO)
Птицы - 2: Путешествие на край света (RU)
Putovanie tučniakov (SK)
Popotovanje Cesarskega Pingvina (SL)
Pingvinresan (SV)
İmparatorun Yolculuğu (TR)
Imparator'un yolculugu (TR)
Марш iмператора (UK)
La marche de l'empereur (XX)
Penguin, penguin, paano ka ginawa? (XX)
March of the Penguins (XX)
The Emperor's Journey (XX)";"FR";"2004";"Luc Jacquet";"5 405 565"
"Taxi 4 (FR)
Такси 4 (BG)
T4xi (DE)
T4axi (EL)
Ταξί 4 (EL)
Taxi 4 (ES)
Takso 4 (ET)
T4xi (FR)
Taksi 4 (HR)
T4xi (HU)
Taxxi 4 (IT)
Taxi 4 (JA)
Taksi 4 (LT)
T4xi (PT)
Такси 4 (RU)
Taxi 4 (SK)
Taksi 4 (SL)
Taksi 4 (SR)
Taksi 4 (TR)
Таксi 4 (UK)
Taxi 4 (XX)
Taxi 4 (XX)";"FR";"2007";"Gérard Krawczyk";"5 347 989"
"Tanguy (FR)
Tanguy (EN)
Tanguy - Der Nesthocker (DE)
Tanguy (EL)
Tanguy ¿Que Hacemos Con El Niño? (ES)
Grupo de familia (ES)
Tanguy ¿qué hacemos con el niño? (ES)
Tanguy, peräkamarin poika (FI)
Tanguy, 28 ans, habite encore chez ses parents (FR)
Tanguy, 28 ans, habite toujours chez ses parents (FR)
Tanguy - Nyakunkon a kisfiunk (HU)
Tanguy (IT)
Tanguy - O Menino dos Papás (PT)
Танги (RU)
Tanguy (XX)
Tanguy (XX)";"FR";"2001";"Étienne Chatiliez";"5 284 632"
"Le goût des autres (FR)
The Taste of Others (EN)
Le Gout des Autres (EN)
Každý to rád jinak (CS)
De andres smag (DA)
Lust auf Anderes (DE)
Lust auf anderes (DE)
Peri orexeos... (EL)
Περί Ορέξεως... (EL)
Para todos los gustos (ES)
El gusto de los otros (ES)
El gusto de los otros (ES)
Teiste maitse (ET)
I andras ögon (FI)
Kukin makunsa mukaan (FI)
Izlés dolga (HU)
Ízlés dolga (HU)
Il gusto degli altri (IT)
De andres smak (NO)
Gusta I Guściki (PL)
Gusta i gusciki (PL)
O Gosto Dos Outros (PT)
O Gosto dos Outros (PT)
O Gosto dos Outros (PT)
O Chestiune de Gust (RO)
На чужой вкус (RU)
I andras ögon (SV)
Le goût des autres (XX)
The Taste of Others (XX)
El gusto de los otros (XX)
The Taste of Others (XX)";"FR";"2000";"Agnès Jaoui";"5 154 587"
"Les Tuche 2 - Le rêve américain (FR)
100 миллионов евро 2 (RU)
Les Tuche 2 - Le rêve américain (XX)";"FR";"2016";"Olivier Baroux";"4 933 730"
"Two Brothers (EN)
Братята тигри (BG)
Tigerbrødre (DA)
Zwei Brüder (DE)
Dyo adelfia (EL)
Dyo aderfia: O dropalos kai o gennaios (EL)
Dos hermanos (ES)
Dos tigres (ES)
Kaks venda (ET)
Tiikeriveljekset (FI)
Två tigerbröder (FI)
Deux frères (FR)
Dva brata (HR)
Két testvér (HU)
Due fratelli (IT)
Twee Broers (NL)
To Brødre (NO)
Dwaj bracia (PL)
Era Uma Vez Dois Irmãos (PT)
Dois Irmãos (PT)
Doi frati (RO)
Два брата (RU)
Brata (SL)
Två Tigerbröder T 2-8126 (SV)
Två tigerbröder (SV)
Iki kardes (TR)
Двоe братiв (UK)
Deux frères (XX)
Deux frères (XX)
Zwei Brüder (XX)
Two Brothers (XX)";"FR / GB";"2004";"Jean-Jacques Annaud";"4 920 516"
"Raid dingue (FR)
R.A.I.D. Special Unit (EN)
Вземи ме със щурм (BG)
Die Super Cops - Allzeit verrückt (DE)
Μ.Α.Τ. Μονάδα Αποδόμησης Τάξης (EL)
Una policía en apuros (ES)
Raid dingue (FR)
RAID - A törvény nemében (HU)
Agentka specjalnej troski (PL)
Uma Agente Muito Louca (PT)
Raid - Pelotão Chanfrado (PT)
O politista irezistibila - Fugi, daca poti! (RO)
Возьми меня штурмом (RU)
Otkačeni specijalci (SR)
Вiзьми мене штурмом (UK)
Raid dingue (XX)
Raid dingue (XX)
R.A.I.D. Special Unit (XX)";"FR / BE";"2016";"Dany Boon";"4 917 968"
"L'arnacoeur (FR)
Heartbreaker (EN)
СЪРЦЕРАЗБИВАЧ (BG)
Сърцеразбивач (BG)
(K)Lamač srdcí (CS)
Heartbreaker (DA)
Der Auftragslover (DE)
Epangelmatias kardiokataktitis (EL)
Los seductores (ES)
Rompecorazones (ES)
Els seductors (ES)
Südametemurdja (ET)
Heartbreaker (FI)
Srcolomac (HR)
Szívrablók (HU)
Il truffacuori (IT)
Širdžių ėdikas (LT)
Sirdsāķītis (LV)
Profession: Heartbreaker (NL)
Heartbreaker. Licencja na uwodzenie (PL)
Como Arrasar um Coração (PT)
O Quebra Corações (PT)
Сердцеед (RU)
(K)Lamač sŕdc (SK)
Lomilec Src (SL)
Srcolomac (SR)
Heartbreaker (SV)
Gönül Avcisi (TR)
Серцеiiд (UK)
Heartbreaker / L´Arnacoeur (XX)
L'arnacoeur (XX)
Heartbreaker (XX)
L'arnacoeur (XX)
Heartbreaker (XX)";"FR / MC";"2010";"Pascal Chaumeil";"4 879 736"
"Le grand bain (FR)
Sink or Swim (EN)
Ein Becken voller Männer (DE)
Nadando por un sueño (ES)
El gran baño (ES)
Szabadúszók (HU)
7 uomini a mollo (IT)
Ou Nadas ou Afundas (PT)
Непотопляемые (RU)";"FR";"2018";"Gilles Lellouche";"4 877 540"
"Samba (FR)
Samba (DE)
Heute bin ich Samba (DE)
Samba (EL)
Samba (ES)
Samba (HU)
Samba (IT)
Samba (PL)
Samba (PT)
Samba (RO)
Самба (RU)
Hayatimin Sansi (TR)
Самба (UK)";"FR";"2014";"Olivier Nakache
Eric Toledano";"4 803 809"
"Le sens de la fête (FR)
C'est la vie! (EN)
Dokud nás svatba nerozdelí (CS)
C'est la vie! (DA)
Das Leben ist ein Fest (DE)
Ετσι Είναι η Ζωή (EL)
La fiesta de la vida (ES)
C'est la vie (ES)
C'est la vie: Häät ranskalaiseen tapaan (FI)
C'est la vie! - häät ranskalaiseen tapaan (FI)
C'est la vie! (FR)
Le sens de la fête (FR)
Le grand saut (FR)
Les temps difficiles (FR)
Eszeveszett esküvő (HU)
C'est la vie: Prendila come viene (IT)
C'est la vie! (IW)
C'est la vie! (NO)
Nasze najlepsze wesele (PL)
Assim é a Vida (PT)
O Espírito da Festa (PT)
Праздничный переполох (RU)
C'est la vie! (SV)
La fiesta de la vida (XX)
Le sens de la fête (XX)
Le sens de la fête (XX)
C'est la vie! (XX)
Le sens de la fête (XX)
C'est la vie! (XX)
C'est la vie! (XX)";"FR / CA / BE";"2017";"Olivier Nakache
Eric Toledano";"4 803 652"
"Des hommes et des dieux (FR)
Of Gods and Men (EN)
Om guder og mænd (DA)
Von Menschen und Göttern (DE)
Enopion theon kai anthropon (EL)
De dioses y hombres (ES)
Jumalista ja ihmisistä (FI)
O ljudima i bogovima (HR)
Emberek És Istenek (HU)
Emberek és istenek (HU)
Uomini di Dio (IT)
Kamigami to Otoko tachi (JA)
Apie Dievus ir žmones (LT)
Om guder og mennesker (NO)
Ludzie Boga (PL)
Dos Homens E Dos Deuses (PT)
Homens e Deuses (PT)
Dos Homens e dos Deuses (PT)
О людях и богах (RU)
Bozji Mozje (SL)
Bozji mozje (SL)
O bogovima i ljudima (SR)
Gudar och människor (SV)
Of Gods and Men (SV)
Tanrilar Ve İnsanlar (TR)
Tanrilar ve Insanlar (TR)
Des hommes et des dieux - Of Gods and Men (XX)
Des hommes et des dieux (XX)
Des hommes et des dieux (XX)
Al Elohim va'anashim (XX)
Of Gods and Men (XX)";"FR";"2010";"Xavier Beauvois";"4 791 121"

"Search the database for a film using one or several criterias - Search results"
" - title : "
" - production_year_begin : 2000"
" - production_year_end : 2021"
" - admission_year_begin : ----"
" - admission_year_end : ----"
" - director : "
" - producing_country_id : France  (FR)"
