"Market";"Distributor";"Release date";"2010";"2011";"Total since 2010"
"AT";"Sony International";"15/01/2010";"48 662";"";"48 662"
"DE";"Sony Pictures Releasing (DE)";"14/01/2010";"1 597 193";"16 374";"1 613 567"
"RU";"Cascade Film (RU)";"09/12/2010";"609";"";"609"
"EUR EU";"";"";"1 645 855";"16 374";"1 662 229"
"EUR OBS";"";"";"1 646 464";"16 374";"1 662 838"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2011, 2010"
" - film_id : 35831"
