"Market";"Distributor";"Release date";"2009";"2011";"2018";"Total since 2009"
"AT";"Constantin Film (AT)";"21/08/2009";"1 997";"5";"";"2 002"
"DE";"Constantin Film (DE)";"20/08/2009";"1 346 045";"";"20";"1 346 065"
"EUR EU";"";"";"1 348 042";"5";"20";"1 348 067"
"EUR OBS";"";"";"1 348 042";"5";"20";"1 348 067"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2018, 2011, 2009"
" - film_id : 33440"
