"Market";"Distributor";"Release date";"2008";"2014";"Total since 2008"
"AT";"Walt Disney (AT)";"21/02/2008";"144 976";"";"144 976"
"CH";"Walt Disney (CH)";"21/02/2008";"79 296";"";"79 296"
"DE";"Walt Disney Studios (DE)";"21/02/2008";"1 728 229";"18";"1 728 247"
"EUR EU";"";"";"1 873 205";"18";"1 873 223"
"EUR OBS";"";"";"1 952 501";"18";"1 952 519"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2014, 2008"
" - film_id : 30494"
