"Market";"Distributor";"Release date";"2015";"2016";"Total since 2015"
"AT";"Warner Bros. (AT)";"19/02/2015";"79 801";"";"79 801"
"CH";"Warner Bros. (CH)";"19/02/2015";"62 713";"";"62 713"
"DE";"Warner Bros. (DE)";"19/02/2015";"1 706 701";"579";"1 707 280"
"EUR EU";"";"";"1 786 502";"579";"1 787 081"
"EUR OBS";"";"";"1 849 215";"579";"1 849 794"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2016, 2015"
" - film_id : 54399"
