"Market";"Distributor";"Release date";"2007";"2008";"2009";"2010";"2012";"2013";"2014";"2015";"2016";"2018";"2012-2018";"Total since 2007"
"AT";"Constantin Film (AT)";"25/10/2007";"477 535";"2 230";"";"";"";"";"";"";"";"";"";"479 765"
"CH";"Rialto Film (CH)";"25/10/2007";"35 276";"167";"";"";"";"";"";"";"";"";"";"35 443"
"CZ";"Film Europe (CZ)";"24/07/2008";"";"12 620";"40";"";"";"";"";"";"";"";"";"12 660"
"DE";"Constantin Film (DE)";"25/10/2007";"2 273 804";"13 150";"";"";"";"";"";"";"80";"30";"110";"2 287 064"
"ES";"Key2media Audiovisual";"05/12/2008";"";"99 963";"31 432";"";"";"";"";"";"";"";"";"131 395"
"HU";"SPI Hungary";"14/08/2008";"";"11 596";"";"";"";"";"";"";"";"";"";"11 596"
"IT";"Moviemax";"02/01/2009";"";"19";"78 167";"";"";"";"";"";"";"";"";"78 186"
"PL";"SPI Poland";"03/10/2008";"";"19 521";"";"";"";"";"";"";"";"";"";"19 521"
"SK";"Film Europe (SK)";"05/06/2008";"";"23 166";"609";"199";"";"30";"";"";"";"";"30";"24 004"
"TR";"Ozen Film";"30/01/2009";"";"";"33 255";"";"240";"247";"205";"423";"";"";"1 115";"34 370"
"EUR EU";"";"";"2 751 339";"182 265";"110 248";"199";"";"30";"";"";"80";"30";"140";"3 044 191"
"EUR OBS";"";"";"2 786 615";"182 432";"143 503";"199";"240";"277";"205";"423";"80";"30";"1 255";"3 114 004"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2018, 2016, 2015, 2014, 2013, 2012, 2010, 2009, 2008, 2007"
" - film_id : 28436"
