"Market";"Distributor";"Release date";"2008";"2009";"Total since 2008"
"AT";"Warner Bros. (AT)";"18/12/2008";"105 524";"62 233";"167 757"
"CH";"Warner Bros. (CH)";"18/12/2008";"26 934";"15 666";"42 600"
"DE";"Warner Bros. (DE)";"18/12/2008";"1 078 800";"697 011";"1 775 811"
"EUR EU";"";"";"1 184 324";"759 244";"1 943 568"
"EUR OBS";"";"";"1 211 258";"774 910";"1 986 168"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2009, 2008"
" - film_id : 30497"
