"Market";"Distributor";"Release date";"2017";"2018";"Total since 2017"
"AT";"Warner Bros. (AT)";"17/08/2017";"244 898";"";"244 898"
"CH";"Warner Bros. (CH)";"17/08/2017";"46 939";"";"46 939"
"DE";"Warner Bros. (DE)";"17/08/2017";"1 895 054";"8 045";"1 903 099"
"EUR EU";"";"";"2 139 952";"8 045";"2 147 997"
"EUR OBS";"";"";"2 186 891";"8 045";"2 194 936"

"Film Information - Admissions"
" - source_country_ids : _All"
" - admission_years : 2018, 2017"
" - film_id : 73511"
